,mean,sd,2.50%,97.50%,Rhat
Nsite.threat[103],0.809,0.8218923176,0,3,0.9999786964
Nsite.threat[104],4.381888889,0.5883337993,4,6,1.000296705
Nsite.threat[105],3.460740741,0.6394672002,3,5,1.000164114
Nsite.threat[106],2.135259259,0.9362436715,1,4,1.000307257
Nsite.threat[107],2.036814815,0.9008682569,1,4,1.000069671
Nsite.threat[108],2.459259259,0.9778309582,1,5,1.00014733
Nsite.threat[109],1.716925926,1.063408142,0,4,1.000091926
Nsite.threat[110],1.483777778,1.012183543,0,4,1.000255374
Nsite.threat[111],1.265851852,0.9705030632,0,3,1.000109536
Nsite.threat[112],1.32637037,0.9969772511,0,3,1.000560823
Nsite.threat[113],1.681,1.059639628,0,4,1.00018607
Nsite.threat[114],1.383740741,0.9968479191,0,3,1.000174244
Nsite.threat[115],1.785333333,1.071602129,0,4,1.000037687
Nsite.threat[116],2.721814815,1.021846463,1,5,1.000203672
Nsite.threat[117],1.393518519,1.013335025,0,4,1.00028841
Nsite.threat[118],2.073074074,0.8945436465,1,4,1.000465305
Nsite.threat[119],1.075518519,0.9362235855,0,3,1.000074369
Nsite.threat[120],1.17237037,0.9588323851,0,3,1.000135178
Nsite.threat[121],1.998074074,0.8664668705,1,4,1.000130871
Nsite.threat[122],1.130333333,0.9487078356,0,3,1.000091833
Nsite.threat[123],1.005592593,0.9010892068,0,3,1.000080165
Nsite.threat[124],2.520185185,0.6702528078,2,4,1.000339263
Nsite.threat[125],1.869296296,0.8372894469,1,4,1.000033685
Nsite.threat[126],1.195333333,0.9720683735,0,3,1.00002165
Nsite.threat[127],1.007666667,0.9050113984,0,3,1.000267533
Nsite.threat[128],0.9987407407,0.9202415953,0,3,1.000411409
Nsite.threat[129],1.800222222,0.8150224475,1,4,1.000011547
Nsite.threat[130],2.881518519,0.8263408986,2,5,1.000487563
Nsite.threat[131],1.097481481,0.9425402462,0,3,1.000295641
Nsite.threat[132],1.989740741,0.8892558054,1,4,1.000091816
Nsite.threat[133],1.78362963,0.8193184968,1,4,1.00002792
Nsite.threat[134],1.510407407,1.038948096,0,4,1.000029971
Nsite.threat[135],1.239407407,1.003355061,0,3,1.000135289
Nsite.threat[136],1.843481481,0.8276525875,1,4,1.000012163
Nsite.threat[137],1.705666667,1.089633311,0,4,1.000079645
Nsite.threat[138],3.264555556,0.944500098,2,5,1.000151074
Nsite.threat[139],1.788888889,1.09378485,0,4,1.000480365
Nsite.threat[140],1.845296296,1.094870217,0,4,1.000305921
Nsite.threat[141],2.055111111,0.898245234,1,4,1.000122088
Nsite.threat[142],1.517,1.03857587,0,4,1.000308022
Nsite.threat[143],1.642555556,1.065910145,0,4,1.000243629
Nsite.threat[144],2.438481481,0.9886165999,1,5,1.000493175
Nsite.threat[145],1.672333333,1.077570899,0,4,1.000059283
Nsite.threat[146],1.666703704,1.066784797,0,4,1.000263121
Nsite.threat[147],2.568703704,1.014041838,1,5,1.000037297
Nsite.threat[148],1.973851852,1.100416593,0,4,1.000035879
Nsite.threat[149],1.503962963,1.051642136,0,4,1.000065252
Nsite.threat[150],1.490666667,1.06799897,0,4,0.9999979206
Nsite.threat[151],2.034851852,1.169861862,0,4,1.000145029
Nsite.threat[152],1.302962963,1.011284216,0,3,1.000028491
Nsite.threat[153],2.067925926,0.9153477727,1,4,1.000089646
Nsite.threat[154],1.194259259,0.9829109507,0,3,0.9999645777
Nsite.threat[155],1.131925926,0.9658428042,0,3,1.000349694
Nsite.threat[156],1.777111111,0.820237713,1,4,1.000094354
Nsite.threat[157],2.131296296,0.9313952522,1,4,1.000230803
Nsite.threat[158],0.908037037,0.8837512005,0,3,1.000290433
Nsite.threat[159],2.460444444,0.9967493124,1,5,1.000018282
Nsite.threat[160],1.47962963,1.050359719,0,4,1.000343128
Nsite.threat[161],1.603407407,1.067645842,0,4,1.000057542
Nsite.threat[162],1.50237037,1.053793127,0,4,1.000144306
Nsite.threat[163],1.73462963,1.084175685,0,4,1.000087738
Nsite.threat[164],1.715666667,1.088787271,0,4,1.000136335
Nsite.threat[165],1.004185185,0.9160172682,0,3,1.00017874
Nsite.threat[166],1.259666667,1.016375368,0,3,1.000375798
Nsite.threat[167],1.575185185,0.7133095241,1,3,1.000086969
Nsite.threat[168],1.172111111,0.9523481046,0,3,1.000078529
Nsite.threat[169],2.44562963,0.6325897526,2,4,1.000110531
Nsite.threat[170],0.8954074074,0.8627555953,0,3,1.00043545
Nsite.threat[171],1.638111111,0.7492105718,1,3,0.9999981363
Nsite.threat[172],0.5795925926,0.7123633847,0,2,1.000153511
Nsite.threat[173],0.6235185185,0.7382815583,0,2,1.00005091
Nsite.threat[174],2.611333333,0.7243862469,2,4,1.000190076
Nsite.threat[175],0.8096296296,0.8301313018,0,3,1.000064715
Nsite.threat[176],0.8441481481,0.8453114692,0,3,1.000039001
Nsite.threat[177],1.044444444,0.9136313664,0,3,1.000078435
Nsite.threat[178],0.9793703704,0.8894505257,0,3,1.000111949
Nsite.threat[179],0.8362962963,0.8392486492,0,3,0.999978282
Nsite.threat[180],1.022851852,0.9168735335,0,3,1.000252843
Nsite.threat[181],1.770518519,0.7903763153,1,4,1.000056262
Nsite.threat[182],3.254592593,0.4984486663,3,5,1.000158919
Nsite.threat[183],1.567407407,0.7118006686,1,3,1.000035422
Nsite.threat[184],0.7784814815,0.8122387323,0,3,1.000358334
Nsite.threat[185],0.8704444444,0.8453692885,0,3,1.000207483
Nsite.threat[186],1.030111111,0.9118835045,0,3,0.9999970943
Nsite.threat[187],1.066148148,0.926577093,0,3,1.000083364
Nsite.threat[188],0.8943703704,0.8455429822,0,3,1.000015007
Nsite.threat[189],0.8074444444,0.8167816427,0,3,1.000204311
Nsite.threat[190],1.214,0.9743080598,0,3,1.000133949
Nsite.threat[191],0.864037037,0.8452173587,0,3,1.000082147
Nsite.threat[192],0.8612962963,0.8487959901,0,3,1.000035084
Nsite.threat[193],1.644259259,0.7590609783,1,3,1.000200141
Nsite.threat[194],0.9124444444,0.8516594692,0,3,1.000005314
Nsite.threat[195],0.7597777778,0.8029243623,0,3,1.000240574
Nsite.threat[196],0.8557777778,0.8540346086,0,3,1.000251013
Nsite.threat[197],0.8743703704,0.8586510001,0,3,0.9999548641
Nsite.threat[198],1.550925926,0.7043902805,1,3,1.000354448
Nsite.threat[199],0.8271481481,0.8312193483,0,3,1.000021887
Nsite.threat[200],0.7182222222,0.7867150076,0,2,1.000101416
Nsite.threat[201],0.6673703704,0.7590498313,0,2,1.000532312
Nsite.threat[202],0.763,0.8077194556,0,3,1.000044857
Nsite.threat[203],1.170074074,0.9507097485,0,3,1.000009317
Nsite.threat[204],2.758296296,0.7901070227,2,5,1.000379397
Nsite.threat[205],0.6185555556,0.7443878365,0,2,1.000079226
Nsite.threat[206],1.563444444,0.7025828879,1,3,1.00041
Nsite.threat[207],0.790962963,0.8226621586,0,3,1.000041796
Nsite.threat[208],0.952962963,0.8822748663,0,3,1.000150472
Nsite.threat[209],1.622296296,0.7306696955,1,3,1.000222664
Nsite.threat[210],0.7464814815,0.8053137017,0,3,1.000059701
Nsite.threat[211],1.543777778,0.6979531398,1,3,0.9999975262
Nsite.threat[212],1.435,0.633342869,1,3,1.00011822
Nsite.threat[213],0.7591851852,0.7989544186,0,3,1.00023557
Nsite.threat[214],1.448222222,0.6366585224,1,3,1.000123646
Nsite.threat[215],0.8503703704,0.8445075157,0,3,1.00029951
Nsite.threat[216],0.8808888889,0.8641348788,0,3,1.000151235
Nsite.threat[217],0.9195555556,0.8790998655,0,3,0.9999896048
Nsite.threat[218],0.9406296296,0.8670636077,0,3,1.000054966
Nsite.threat[219],1.145037037,0.9507684791,0,3,1.000057445
Nsite.threat[220],0.9942962963,0.8999985931,0,3,1.000020465
Nsite.threat[221],1.780555556,0.8088731518,1,4,1.000198737
Nsite.threat[222],1.509925926,0.6772985169,1,3,1.000422449
Nsite.threat[223],1.066407407,0.9224119422,0,3,1.000509655
Nsite.threat[224],2.114148148,1.191196323,0,5,1.000236641
Nsite.threat[225],3.156481481,1.305792945,1,6,1.000048028
Nsite.threat[226],2.302888889,1.188375594,0,5,1.000195411
Nsite.threat[227],2.918814815,1.090688394,1,5,1.000245014
Nsite.threat[228],3.169666667,1.161402502,1,6,1.000421033
Nsite.threat[229],3.824259259,1.051598713,2,6,1.000486261
Nsite.threat[230],2.499222222,1.045892806,1,5,1.000273441
Nsite.threat[231],3.946777778,1.078470844,2,6,1.000133929
Nsite.threat[232],5.881444444,0.8173618752,5,8,1.000087358
Nsite.threat[233],3.550296296,1.347446326,1,6,1.000189507
Nsite.threat[234],3.826,0.8256810825,3,6,1.000465876
Nsite.threat[235],2.714925926,1.095208154,1,5,1.000117048
Nsite.threat[236],2.638148148,1.095984398,1,5,1.000481648
Nsite.threat[237],3.657814815,1.062050411,2,6,1.000094626
Nsite.threat[238],2.14862963,1.188181946,0,5,1.000157269
Nsite.threat[239],3.678518519,1.102803782,2,6,1.000274072
Nsite.threat[240],2.386111111,1.042199914,1,5,1.000170243
Nsite.threat[241],2.629703704,1.11582925,1,5,1.000323916
Nsite.threat[242],2.660111111,1.125184852,1,5,1.00061327
Nsite.threat[243],3.56462963,1.055994115,2,6,1.000038461
Nsite.threat[244],2.802037037,1.136273622,1,5,1.000442956
Nsite.threat[245],2.582296296,1.281387841,0,5,1.000123279
Nsite.threat[246],3.925259259,1.105816206,2,6,1.000618359
Nsite.threat[247],3.249592593,1.175842931,1,6,1.000062462
Nsite.threat[248],3.392407407,1.198005731,1,6,1.000491415
Nsite.threat[249],4.157592593,1.094187349,2,6,1.000071421
Nsite.threat[250],4.079074074,1.090690683,2,6,1.000197706
Nsite.threat[251],3.952666667,1.347608637,1,7,1.000186941
Nsite.threat[252],3.303185185,1.190977571,1,6,1.000381584
Nsite.threat[253],3.532148148,1.055658647,2,6,1.000374432
Nsite.threat[254],3.984296296,0.8704213382,3,6,1.00035149
Nsite.threat[255],3.386185185,1.184242992,1,6,1.000237632
Nsite.threat[256],3.436222222,1.017316907,2,6,1.000199486
Nsite.threat[257],2.642740741,1.232272752,0,5,1.00037109
Nsite.threat[258],3.388888889,1.028802344,2,6,1.000417031
Nsite.threat[259],2.367740741,1.031373875,1,5,1.000006053
Nsite.threat[260],3.713962963,1.095430508,2,6,1.000345238
Nsite.threat[261],4.064333333,0.9162340895,3,6,1.000087741
Nsite.threat[262],2.803185185,1.126472617,1,5,1.00010911
Nsite.threat[263],3.919222222,0.8502624129,3,6,1.000194418
Nsite.threat[264],3.485777778,0.9857787,2,6,0.9999819979
Nsite.threat[265],2.601111111,1.066859442,1,5,1.000127062
Nsite.threat[266],1.954037037,1.171629645,0,4,1.000369831
Nsite.threat[267],4.155148148,0.8989683913,3,6,1.000236585
Nsite.threat[268],2.668555556,1.101448825,1,5,1.00003687
Nsite.threat[269],2.807703704,1.114364782,1,5,1.000109196
Nsite.threat[270],4.712814815,1.071487615,3,7,1.000001433
Nsite.threat[271],2.481074074,1.261919779,0,5,1.000112169
Nsite.threat[272],3.396185185,1.038911225,2,6,1.000171755
Nsite.threat[273],1.944074074,1.167474559,0,4,1.000072986
Nsite.threat[274],3.690481481,1.058431299,2,6,1.000128581
Nsite.threat[275],4.941592593,1.0423616,3,7,1.000175254
Nsite.threat[276],3.936037037,1.342694069,1,7,1.000080629
Nsite.threat[277],2.88262963,1.122568375,1,5,1.000565543
Nsite.threat[278],5.513,0.693993239,5,7,1.000575928
Nsite.threat[279],2.648407407,1.077660238,1,5,0.9999807973
Nsite.threat[280],2.009481481,1.20675612,0,5,1.000109128
Nsite.threat[281],2.572851852,1.072481557,1,5,1.00010068
Nsite.threat[282],3.85637037,0.8560403482,3,6,1.000516605
Nsite.threat[283],2.860777778,1.155229626,1,5,0.9999889195
Nsite.threat[284],2.719407407,1.284146633,0,5,0.9999843202
Nsite.threat[285],4.596481481,0.7226798894,4,6,1.000281306
Nsite.threat[286],2.059518519,1.172346936,0,4,1.000027994
Nsite.threat[287],1.355444444,0.9889159351,0,3,1.000410207
Nsite.threat[288],3.251222222,0.5010067891,3,5,1.000291168
Nsite.threat[289],1.080518519,0.9289543245,0,3,1.000129592
Nsite.threat[290],1.242740741,0.9723210602,0,3,1.000346922
Nsite.threat[291],0.8827777778,0.8636429635,0,3,1.000332311
Nsite.threat[292],0.8242222222,0.8525014484,0,3,1.00044965
Nsite.threat[293],2.011555556,1.108178732,0,4,1.000037691
Nsite.threat[294],2.075740741,0.8890465261,1,4,1.000291393
Nsite.threat[295],2.102481481,0.8959628897,1,4,1.000198672
Nsite.threat[296],1.748703704,1.062719851,0,4,1.000058698
Nsite.threat[297],1.535222222,1.038224652,0,4,1.000399083
Nsite.threat[298],2.812037037,0.8069544743,2,5,1.000332965
Nsite.threat[299],1.092,0.9383269678,0,3,1.000153102
Nsite.threat[300],1.512111111,1.112009796,0,4,0.9999603366
Nsite.threat[301],3.786407407,0.7642424374,3,5,1.000239287
Nsite.threat[302],1.541888889,1.032036619,0,4,1.000064881
Nsite.threat[303],1.489444444,1.013940238,0,4,1.000154607
Nsite.threat[304],1.771222222,1.070634736,0,4,0.999954632
Nsite.threat[305],1.249407407,0.9715477233,0,3,1.000055594
Nsite.threat[306],2.709148148,0.7860722405,2,4,1.000019056
Nsite.threat[307],1.106592593,0.9587829049,0,3,1.00002022
Nsite.threat[308],1.146148148,0.9488823793,0,3,1.00018237
Nsite.threat[309],1.375148148,1.002369954,0,4,1.000089972
Nsite.threat[310],1.875851852,1.085306465,0,4,1.000033304
Nsite.threat[311],1.100407407,0.9435882239,0,3,1.000292744
Nsite.threat[312],1.080518519,0.94832898,0,3,1.000111757
Nsite.threat[313],1.152740741,0.965881484,0,3,1.000263365
Nsite.threat[314],1.709074074,1.15574431,0,4,1.0001938
Nsite.threat[315],1.441037037,1.068839339,0,4,1.000425112
Nsite.threat[316],1.766444444,1.066290483,0,4,1.000117524
Nsite.threat[317],1.740888889,1.076661814,0,4,1.000057756
Nsite.threat[318],1.598481481,1.036968749,0,4,1.000456728
Nsite.threat[319],2.125296296,0.904309444,1,4,1.000078019
Nsite.threat[320],1.335666667,0.9968440329,0,3,1.000210196
Nsite.threat[321],1.855481481,0.8500721399,1,4,1.000224814
Nsite.threat[322],1.228814815,0.9957199802,0,3,1.000303229
Nsite.threat[323],1.172555556,0.9740714949,0,3,1.000553661
Nsite.threat[324],2.113962963,0.8993237119,1,4,1.000438227
Nsite.threat[325],1.643555556,1.066644382,0,4,1.0001093
Nsite.threat[326],2.665259259,0.7518662826,2,4,1.000373062
Nsite.threat[327],1.465,1.022125051,0,4,1.00036503
Nsite.threat[328],1.304740741,0.9894924303,0,3,1.00001454
Nsite.threat[329],2.735407407,0.7786112222,2,4,1.000168002
Nsite.threat[330],1.561888889,1.036190626,0,4,0.9999913891
Nsite.threat[331],1.774259259,1.071452081,0,4,1.000103798
Nsite.threat[332],2.666037037,0.7438192042,2,4,1.0001185
Nsite.threat[333],1.137555556,0.9573504174,0,3,1.000297731
Nsite.threat[334],2.62837037,0.7350890259,2,4,1.000572323
Nsite.threat[335],1.430407407,1.031473226,0,4,1.000113324
Nsite.threat[336],1.02837037,0.9231010621,0,3,1.000192303
Nsite.threat[337],1.092,0.9359160286,0,3,1.000042522
Nsite.threat[338],1.68437037,0.7629083321,1,3,1.000124543
Nsite.threat[339],0.9897777778,0.9129117452,0,3,1.000100483
Nsite.threat[340],0.6545555556,0.7511868128,0,2,0.9999939308
Nsite.threat[341],2.310518519,1.00439076,1,4,1.000327146
Nsite.threat[342],1.621518519,0.7308501362,1,3,1.00009744
Nsite.threat[343],1.853703704,0.8510310497,1,4,1.000064737
Nsite.threat[344],2.266851852,0.9963140411,1,4,1.000068145
Nsite.threat[345],0.7762592593,0.8193957483,0,3,1.000130043
Nsite.threat[346],0.7382222222,0.8035200408,0,3,0.9999825707
Nsite.threat[347],1.758518519,0.7955006242,1,4,1.000114643
Nsite.threat[348],1.796148148,0.8190027851,1,4,1.00011528
Nsite.threat[349],0.9164814815,0.8691720454,0,3,1.000131625
Nsite.threat[350],0.7003333333,0.7810488446,0,2,1.000262252
Nsite.threat[351],1.427814815,0.6212799531,1,3,0.9999914421
Nsite.threat[352],0.9538888889,0.8892440073,0,3,1.000030135
Nsite.threat[353],1.214,0.9641814346,0,3,1.000084712
Nsite.threat[354],0.7672592593,0.8142735965,0,3,1.000149446
Nsite.threat[355],1.085296296,0.9493753101,0,3,1.000099991
Nsite.threat[356],1.027444444,0.9194505013,0,3,1.000198666
Nsite.threat[357],0.6367037037,0.7527724878,0,2,1.000725582
Nsite.threat[358],1.733740741,0.7902996797,1,3,1.000236469
Nsite.threat[359],0.812,0.8357832993,0,3,1.00031395
Nsite.threat[360],1.832703704,0.841736106,1,4,1.000054806
Nsite.threat[361],2.505814815,0.6580419916,2,4,1.000666913
Nsite.threat[362],1.745777778,0.7927833568,1,4,1.000277865
Nsite.threat[363],2.675814815,0.7562573293,2,4,1.000218442
Nsite.threat[364],1.577407407,1.072991143,0,4,1.000364623
Nsite.threat[365],2.506444444,0.6650346952,2,4,1.000579804
Nsite.threat[366],1.689592593,0.7741680087,1,3,1.000451527
Nsite.threat[367],2.54662963,0.6878782858,2,4,1.000010762
Nsite.threat[368],1.82737037,1.140267569,0,4,1.000194101
Nsite.threat[369],1.573851852,1.086992469,0,4,1.000098732
Nsite.threat[370],1.894185185,0.8402687649,1,4,1.000475455
Nsite.threat[371],1.543888889,0.6957137471,1,3,1.000186739
Nsite.threat[372],1.170222222,0.9500206861,0,3,1.000253633
Nsite.threat[373],1.716111111,1.119196873,0,4,1.000124001
Nsite.threat[374],2.565888889,0.7008797355,2,4,1.000095065
Nsite.threat[375],1.524851852,0.6844785233,1,3,1.000394729
Nsite.threat[376],3.475888889,0.640622211,3,5,1.000326274
Nsite.threat[377],0.8921111111,0.8777810865,0,3,1.00009313
Nsite.threat[378],1.783592593,0.8170679087,1,4,1.000027748
Nsite.threat[379],0.7127407407,0.7889664982,0,3,1.000421799
Nsite.threat[380],2.047111111,0.9392068517,1,4,1.000448703
Nsite.threat[381],2.570444444,0.7091601077,2,4,1.000101858
Nsite.threat[382],1.303888889,1.038029993,0,4,1.000039929
Nsite.threat[383],1.758111111,0.8013383668,1,4,1.000125095
Nsite.threat[384],1.834814815,1.14307222,0,4,0.9999944772
Nsite.threat[385],0.8706296296,0.8560858857,0,3,1.000115003
Nsite.threat[386],0.8852592593,0.8645975453,0,3,1.000211861
Nsite.threat[387],2.536185185,0.687268329,2,4,1.00087051
Nsite.threat[388],0.699037037,0.7787687681,0,2,1.000156599
Nsite.threat[389],1.907592593,0.8677172362,1,4,1.000160925
Nsite.threat[390],0.5345185185,0.6912229241,0,2,1.000257359
Nsite.threat[391],1.765,0.8076159989,1,4,1.000036655
Nsite.threat[392],1.621185185,0.7428681635,1,3,1.000105614
Nsite.threat[393],0.9364814815,0.8725192777,0,3,1.000057196
Nsite.threat[394],0.8111481481,0.8253108403,0,3,1.000238639
Nsite.threat[395],0.721,0.7854677766,0,2,1.000373609
Nsite.threat[396],0.8307037037,0.8298557503,0,3,1.000144518
Nsite.threat[397],0.8092592593,0.8264687988,0,3,1.000342193
Nsite.threat[398],0.9103333333,0.8540241639,0,3,1.000172765
Nsite.threat[399],0.7504074074,0.8099303012,0,3,1.000226455
Nsite.threat[400],0.8808148148,0.8531247552,0,3,1.000053437
Nsite.threat[401],1.510259259,0.6869047598,1,3,1.000016135
Nsite.threat[402],0.9807777778,0.9015590709,0,3,1.000136653
Nsite.threat[403],1.387037037,1.009188919,0,4,1.000253045
Nsite.threat[404],1.86462963,0.8412717233,1,4,1.000120918
Nsite.threat[405],2.199703704,0.9270034753,1,4,1.000114317
Nsite.threat[406],1.927888889,0.8687870313,1,4,1.000200957
Nsite.threat[407],0.9166666667,0.8676330678,0,3,0.9999773761
Nsite.threat[408],0.9563703704,0.87668088,0,3,1.000304341
Nsite.threat[409],0.9827777778,0.8830874188,0,3,1.000357434
Nsite.threat[410],1.878074074,0.8119313756,1,4,1.000173898
Nsite.threat[411],1.069925926,0.9142658608,0,3,1.000166032
Nsite.threat[412],1.211074074,0.9612687004,0,3,1.000229596
Nsite.threat[413],2.434259259,0.6279804357,2,4,1.000191748
Nsite.threat[414],0.9454814815,0.8728945184,0,3,1.000498776
Nsite.threat[415],1.581518519,0.7294114772,1,3,0.999971134
Nsite.threat[416],0.9365555556,0.8735004647,0,3,1.000068873
Nsite.threat[417],1.081259259,0.9276529069,0,3,1.000104047
Nsite.threat[418],1.659,0.7768410982,1,3,1.000327083
Nsite.threat[419],0.9923333333,0.8930640258,0,3,1.000114994
Nsite.threat[420],1.514148148,1.049827103,0,4,0.9999881902
Nsite.threat[421],1.980592593,0.9267763611,1,4,0.9999856077
Nsite.threat[422],1.537740741,1.077698226,0,4,1.000106178
Nsite.threat[423],1.404259259,1.014333188,0,4,1.000311343
Nsite.threat[424],1.770259259,0.8035238095,1,4,1.000086009
Nsite.threat[425],0.9243333333,0.8799660629,0,3,1.000627511
Nsite.threat[426],2.41937037,0.6263019491,2,4,1.000207437
Nsite.threat[427],0.7455185185,0.7947300808,0,3,1.000094605
Nsite.threat[428],0.8301111111,0.8344085487,0,3,1.000153905
Nsite.threat[429],3.286481481,0.5280763345,3,5,1.000452663
Nsite.threat[430],1.016777778,0.9115357526,0,3,1.000221239
Nsite.threat[431],1.845814815,0.8401021288,1,4,0.9999999365
Nsite.threat[432],1.024222222,0.9170201256,0,3,1.000136636
Nsite.threat[433],0.9818518519,0.9081102085,0,3,1.000345407
Nsite.threat[434],0.7309259259,0.7904242092,0,3,1.00019497
Nsite.threat[435],1.766296296,0.8301722002,1,4,1.000236852
Nsite.threat[436],1.783222222,0.8131069997,1,4,0.999966851
Nsite.threat[437],0.7712222222,0.8154186513,0,3,1.000582799
Nsite.threat[438],2.019037037,0.9105359439,1,4,1.000106024
Nsite.threat[439],0.7935185185,0.8198133897,0,3,1.000306957
Nsite.threat[440],1.01062963,0.8996451699,0,3,1.000187908
Nsite.threat[441],0.9415925926,0.8803548641,0,3,1.000060408
Nsite.threat[442],0.7553703704,0.7983747078,0,3,1.000006736
Nsite.threat[443],0.9856296296,0.9040493595,0,3,0.9999961898
Nsite.threat[444],1.081481481,0.9293088701,0,3,1.000138875
Nsite.threat[445],1.176962963,0.9450722905,0,3,1.000180379
Nsite.threat[446],1.4,1.01964118,0,4,1.00008031
Nsite.threat[447],1.059296296,0.9396009689,0,3,1.000499382
Nsite.threat[448],0.9230740741,0.8729258348,0,3,1.000216767
Nsite.threat[449],1.106518519,0.9458789255,0,3,1.000035267
Nsite.threat[450],1.029222222,0.9087795957,0,3,1.000120873
Nsite.threat[451],0.9232962963,0.876121804,0,3,1.000634982
Nsite.threat[452],0.9906296296,0.8949949371,0,3,1.000260362
Nsite.threat[453],2.175296296,0.9557280732,1,4,1.000074308
Nsite.threat[454],3.275333333,0.9813847948,2,5,1.001003594
Nsite.threat[455],4.598074074,1.011110907,3,7,1.000160593
Nsite.threat[456],4.320296296,0.9847550433,3,6,1.000190591
Nsite.threat[457],2.939,1.316142867,1,6,1.000160035
Nsite.threat[458],4.758148148,0.8003089196,4,7,1.000381481
Nsite.threat[459],3.376407407,1.23334974,1,6,1.000246561
Nsite.threat[460],4.311814815,1.123240892,2,7,1.000371656
Nsite.threat[461],3.153148148,1.165763006,1,6,1.000164893
Nsite.threat[462],4.639555556,1.041353092,3,7,1.000206114
Nsite.threat[463],5.457518519,0.6632052803,5,7,1.000217936
Nsite.threat[464],3.989111111,1.272478158,2,6,1.000366222
Nsite.threat[465],5.02137037,0.8790871126,4,7,1.000464722
Nsite.threat[466],3.625925926,1.05614546,2,6,1.000337389
Nsite.threat[467],2.476481481,1.262664145,0,5,1.00018687
Nsite.threat[468],4.573481481,0.9717711413,3,7,1.000643647
Nsite.threat[469],4.156037037,1.241641053,2,7,1.000087231
Nsite.threat[470],5.048222222,1.01226258,3,7,1.000068129
Nsite.threat[471],3.278814815,0.9976282492,2,5,1.000053974
Nsite.threat[472],2.718222222,1.264967205,1,5,1.000042786
Nsite.threat[473],5.965592593,0.8076414634,5,8,1.000452543
Nsite.threat[474],3.754407407,1.212434733,2,6,1.000001727
Nsite.threat[475],3.598259259,1.04782696,2,6,1.00033687
Nsite.threat[476],3.661444444,1.169324449,2,6,1.000115661
Nsite.threat[477],4.071037037,1.214712685,2,7,1.000199466
Nsite.threat[478],4.224777778,1.072000084,2,6,1.000375148
Nsite.threat[479],4.213555556,1.326767151,2,7,1.000282406
Nsite.threat[480],4.260555556,1.336853393,2,7,1.000105717
Nsite.threat[481],4.112925926,1.165365098,2,7,1.000206273
Nsite.threat[482],4.483407407,1.030634985,3,7,1.000603027
Nsite.threat[483],4.026740741,1.311380569,2,7,0.9999883387
Nsite.threat[484],4.099333333,1.138759637,2,6,1.000157686
Nsite.threat[485],3.841,1.314057045,1,6,1.000104073
Nsite.threat[486],4.125259259,1.164533436,2,7,1.000107463
Nsite.threat[487],4.556925926,1.018450931,3,7,1.000165814
Nsite.threat[488],3.693222222,1.289955837,1,6,1.000101686
Nsite.threat[489],2.526185185,1.21979013,0,5,1.000115847
Nsite.threat[490],3.296777778,1.120981321,1,6,1.000015085
Nsite.threat[491],3.369148148,1.150282148,1,6,1.00021586
Nsite.threat[492],3.27937037,0.9969342483,2,5,1.000067988
Nsite.threat[493],3.236592593,1.024942582,2,5,1.000123849
Nsite.threat[494],2.661444444,1.220682167,1,5,1.000137323
Nsite.threat[495],3.312703704,1.276547314,1,6,1.000225911
Nsite.threat[496],3.342444444,1.280355824,1,6,0.9999999439
Nsite.threat[497],3.194407407,1.271047557,1,6,1.000066768
Nsite.threat[498],6.650444444,0.7594703676,6,8,1.000528331
Nsite.threat[499],3.956555556,1.214168117,2,6,1.000609804
Nsite.threat[500],4.052444444,1.209242201,2,7,1.000293993
Nsite.threat[501],4.29762963,1.252550246,2,7,1.00001163
Nsite.Glob.threat[1],2.199111111,0.4312670676,2,3,0.9999590866
Nsite.Glob.threat[2],1.508666667,0.6491131656,1,3,1.000334682
Nsite.Glob.threat[3],1.517962963,0.6565825965,1,3,1.000287901
Nsite.Glob.threat[4],1.396740741,0.5808184052,1,3,1.000493155
Nsite.Glob.threat[5],1.625037037,0.9469790512,0,3,1.000042702
Nsite.Glob.threat[6],1.326703704,0.5369817908,1,3,1.000228853
Nsite.Glob.threat[7],1.409666667,0.5950422044,1,3,1.000183369
Nsite.Glob.threat[8],1.518777778,0.654695527,1,3,1.000337606
Nsite.Glob.threat[9],1.476111111,0.6351143098,1,3,1.000031669
Nsite.Glob.threat[10],0.9257037037,0.8340809384,0,3,1.000745978
Nsite.Glob.threat[11],2.387481481,0.5624182263,2,4,1.000351192
Nsite.Glob.threat[12],1.891148148,0.9605555313,0,4,1.000031724
Nsite.Glob.threat[13],0.8582222222,0.8216503216,0,3,1.00001197
Nsite.Glob.threat[14],1.559111111,0.6734684195,1,3,1.000097843
Nsite.Glob.threat[15],0.7215555556,0.76679329,0,2,1.000040615
Nsite.Glob.threat[16],1.688814815,0.7248485788,1,3,1.000289053
Nsite.Glob.threat[17],1.629703704,0.7056983838,1,3,1.00027545
Nsite.Glob.threat[18],0.4736666667,0.6405347096,0,2,1.00012681
Nsite.Glob.threat[19],1.421703704,0.6024900375,1,3,1.000115492
Nsite.Glob.threat[20],1.535333333,0.6579070305,1,3,1.000307587
Nsite.Glob.threat[21],1.671518519,0.9636855648,0,4,1.000012263
Nsite.Glob.threat[22],1.78637037,0.7494280767,1,3,0.9999742393
Nsite.Glob.threat[23],2.312555556,0.5206696103,2,4,1.000072431
Nsite.Glob.threat[24],1.457555556,0.926287226,0,3,1.000096846
