,mean,sd,2.50%,97.50%,Rhat
Nsite.Glob.threat[397],0.3304814815,0.4974140969,0,1,1.000045934
Nsite.Glob.threat[398],0.4062222222,0.5215655457,0,1,1.000005368
Nsite.Glob.threat[399],0.3031851852,0.4858883488,0,1,1.000012516
Nsite.Glob.threat[400],0.3828148148,0.51966856,0,1,0.9999524769
Nsite.Glob.threat[401],1.043555556,0.2089499609,1,2,1.000869993
Nsite.Glob.threat[402],0.3800740741,0.5216764997,0,1,1.000089839
Nsite.Glob.threat[403],0.6577037037,0.6033505725,0,2,1.000258818
Nsite.Glob.threat[404],0.3862222222,0.5234058202,0,1,0.9999714403
Nsite.Glob.threat[405],0.5986296296,0.5669826167,0,2,1.000121872
Nsite.Glob.threat[406],0.4175185185,0.5334235438,0,1,1.000142805
Nsite.Glob.threat[407],0.3662962963,0.5192444384,0,1,0.9999665827
Nsite.Glob.threat[408],0.4358148148,0.5401323163,0,1,0.9999583461
Nsite.Glob.threat[409],0.4627037037,0.541011923,0,1,1.000286324
Nsite.Glob.threat[410],0.4907037037,0.5518309976,0,2,1.000112219
Nsite.Glob.threat[411],0.4975925926,0.5569810738,0,2,1.000115509
Nsite.Glob.threat[412],0.5406296296,0.580094686,0,2,1.00004249
Nsite.Glob.threat[413],2.019,0.1384132511,2,2,1.000280495
Nsite.Glob.threat[414],0.4249259259,0.5351396919,0,1,1.000228021
Nsite.Glob.threat[415],1.046444444,0.2151489541,1,2,1.001162271
Nsite.Glob.threat[416],0.3872592593,0.5275764127,0,1,1.000162659
Nsite.Glob.threat[417],0.4446296296,0.5423377186,0,1,1.000033775
Nsite.Glob.threat[418],1.059481481,0.2414869874,1,2,1.000031611
Nsite.Glob.threat[419],0.4403703704,0.542022621,0,1,0.999957929
Nsite.Glob.threat[420],0.6188148148,0.5771313207,0,2,0.9999933436
Nsite.Glob.threat[421],1.119037037,0.3329734632,1,2,1.000041792
Nsite.Glob.threat[422],0.5231851852,0.5909137699,0,2,1.000027094
Nsite.Glob.threat[423],0.65,0.6080591387,0,2,0.9999782352
Nsite.Glob.threat[424],0.3104074074,0.4879174787,0,1,1.000015003
Nsite.Glob.threat[425],0.3852222222,0.5221244452,0,1,1.000230195
Nsite.Glob.threat[426],2.017851852,0.1343590353,2,2,1.000133537
Nsite.Glob.threat[427],0.3107407407,0.4871353332,0,1,0.99997841
Nsite.Glob.threat[428],0.3646296296,0.5096651426,0,1,1.000060711
Nsite.Glob.threat[429],1.048666667,0.2189283605,1,2,1.00033515
Nsite.Glob.threat[430],0.4282962963,0.5378789256,0,1,1.000216264
Nsite.Glob.threat[431],0.3315925926,0.4978657929,0,1,1.000029139
Nsite.Glob.threat[432],0.3983703704,0.5314344919,0,1,1.000128691
Nsite.Glob.threat[433],0.3264814815,0.5000487306,0,1,1.000085427
Nsite.Glob.threat[434],0.3099259259,0.484300733,0,1,0.9999816095
Nsite.Glob.threat[435],1.062777778,0.2475549284,1,2,1.000510361
Nsite.Glob.threat[436],0.2837407407,0.4749849041,0,1,1.000018027
Nsite.Glob.threat[437],0.2827037037,0.4728693436,0,1,1.000108929
Nsite.Glob.threat[438],0.3966666667,0.5363107042,0,1,1.000110505
Nsite.Glob.threat[439],0.332037037,0.4973461168,0,1,0.9999630949
Nsite.Glob.threat[440],0.4715185185,0.5488168736,0,1,0.9999817274
Nsite.Glob.threat[441],0.4017037037,0.5355996465,0,1,0.9999933764
Nsite.Glob.threat[442],0.3372592593,0.4981136752,0,1,0.999992078
Nsite.Glob.threat[443],0.3615555556,0.5136924626,0,1,0.99998142
Nsite.Glob.threat[444],0.4435555556,0.5482726839,0,2,1.000109229
Nsite.Glob.threat[445],0.5252962963,0.5534748468,0,2,1.000057951
Nsite.Glob.threat[446],0.5588888889,0.5642656671,0,2,1.000037677
Nsite.Glob.threat[447],0.3924814815,0.5322265254,0,1,1.00013959
Nsite.Glob.threat[448],0.4066666667,0.5293280222,0,1,0.9999887048
Nsite.Glob.threat[449],0.4044814815,0.5398885077,0,1,1.000010635
Nsite.Glob.threat[450],0.4423703704,0.5412133559,0,1,1.000221643
Nsite.Glob.threat[451],0.3892962963,0.5203053714,0,1,1.00013692
Nsite.Glob.threat[452],0.3808888889,0.5222888179,0,1,1.000090127
Nsite.Glob.threat[453],0.4726666667,0.559303165,0,2,1.000039581
Nsite.Glob.threat[454],2.332148148,0.5198848052,2,3,1.000304533
Nsite.Glob.threat[455],3.371333333,0.5092213121,3,4,1.00017989
Nsite.Glob.threat[456],2.033592593,0.8376606135,1,4,1.000042322
Nsite.Glob.threat[457],1.666333333,0.9612861961,0,4,1.000189219
Nsite.Glob.threat[458],2.478037037,0.6070372634,2,4,1.000159349
Nsite.Glob.threat[459],2.040555556,0.8331396617,1,4,1.00016692
Nsite.Glob.threat[460],2.756074074,0.6698245353,2,4,1.000015607
Nsite.Glob.threat[461],1.775111111,0.7540764108,1,3,1.000085303
Nsite.Glob.threat[462],2.836185185,0.7159805424,2,4,1.00000201
Nsite.Glob.threat[463],3.155592593,0.3771971582,3,4,1.000026804
Nsite.Glob.threat[464],2.456333333,0.8879294562,1,4,1.000235382
Nsite.Glob.threat[465],3.228555556,0.4393082381,3,4,1.00029488
Nsite.Glob.threat[466],2.419740741,0.5762075951,2,4,1.000346058
Nsite.Glob.threat[467],1.19562963,0.9001541961,0,3,1.000299431
Nsite.Glob.threat[468],3.144407407,0.3689871859,3,4,1.00113554
Nsite.Glob.threat[469],2.437185185,0.8375928392,1,4,1.000019069
Nsite.Glob.threat[470],2.712037037,0.6068270912,2,4,1.000051533
Nsite.Glob.threat[471],1.570444444,0.6663459974,1,3,0.9999869621
Nsite.Glob.threat[472],1.228111111,0.8779360147,0,3,0.9999517619
Nsite.Glob.threat[473],4.042407407,0.2092745241,4,5,1.005328292
Nsite.Glob.threat[474],2.066037037,0.794935075,1,4,1.000110623
Nsite.Glob.threat[475],1.685592593,0.6813510478,1,3,1.000267278
Nsite.Glob.threat[476],1.852296296,0.709602423,1,3,1.000108233
Nsite.Glob.threat[477],1.849259259,0.6342358318,1,3,1.000300709
Nsite.Glob.threat[478],1.707703704,0.6347236349,1,3,1.000487537
Nsite.Glob.threat[479],1.977592593,0.8836419658,0,4,1.000097313
Nsite.Glob.threat[480],2.084481481,0.9343480743,0,4,1.000023511
Nsite.Glob.threat[481],1.810037037,0.6581993729,1,3,1.000167027
Nsite.Glob.threat[482],2.241925926,0.4666649852,2,3,1.00106372
Nsite.Glob.threat[483],1.769259259,0.8186971459,0,3,1.000145597
Nsite.Glob.threat[484],1.849185185,0.6702219442,1,3,1.000153131
Nsite.Glob.threat[485],1.567222222,0.8136031797,0,3,1.000049263
Nsite.Glob.threat[486],1.81937037,0.631414285,1,3,1.000544395
Nsite.Glob.threat[487],1.729592593,0.6473070862,1,3,1.000032533
Nsite.Glob.threat[488],1.530407407,0.8212391259,0,3,1.000018736
Nsite.Glob.threat[489],0.9517037037,0.7735828156,0,2,1.000144132
Nsite.Glob.threat[490],1.660888889,0.6039212417,1,3,1.000134208
Nsite.Glob.threat[491],1.561444444,0.6085329651,1,3,1.000201014
Nsite.Glob.threat[492],0.7995555556,0.7331750388,0,2,1.000130822
Nsite.Glob.threat[493],1.412259259,0.5540573966,1,3,1.000219725
Nsite.Glob.threat[494],1.129814815,0.7885434504,0,3,1.000023288
Nsite.Glob.threat[495],1.41337037,0.7875887626,0,3,1.000115307
Nsite.Glob.threat[496],1.460814815,0.8022465141,0,3,1.000027403
Nsite.Glob.threat[497],1.357148148,0.8317253859,0,3,1.000113535
Nsite.Glob.threat[498],3.077777778,0.2835454804,3,4,1.00296142
Nsite.Glob.threat[499],2.05662963,0.7773892116,1,4,1.000553865
Nsite.Glob.threat[500],1.946703704,0.7224656492,1,3,1.000267421
Nsite.Glob.threat[501],1.980555556,0.7123071291,1,3,1.000034101
Nsite.non.threat[1],3.399555556,1.104851513,2,6,1.001804015
Nsite.non.threat[2],3.386962963,1.104506441,2,6,1.00156449
Nsite.non.threat[3],2.626555556,1.18382558,1,5,1.001848974
Nsite.non.threat[4],4.06462963,0.9872745126,3,6,1.001498142
Nsite.non.threat[5],3.067851852,1.483687807,0,6,1.000720542
Nsite.non.threat[6],4.266111111,1.049198856,3,7,1.001732573
Nsite.non.threat[7],2.608592593,1.183795026,1,5,1.002274861
Nsite.non.threat[8],2.582296296,1.169781651,1,5,1.00114558
Nsite.non.threat[9],3.370777778,1.091012679,2,6,1.00176821
Nsite.non.threat[10],2.749148148,1.199960189,1,5,1.001386429
Nsite.non.threat[11],1.922777778,1.264582947,0,5,1.001895899
Nsite.non.threat[12],3.407074074,1.534482703,1,7,1.000414639
Nsite.non.threat[13],1.934814815,1.284882543,0,5,1.002034119
Nsite.non.threat[14],1.912740741,1.272035919,0,5,1.001970765
Nsite.non.threat[15],3.646148148,1.190342564,2,6,1.001159912
Nsite.non.threat[16],2.772,1.229783847,1,5,1.001841026
Nsite.non.threat[17],2.909222222,1.264326818,1,6,1.001048293
Nsite.non.threat[18],2.542962963,1.158950773,1,5,1.001629893
Nsite.non.threat[19],1.714185185,1.20770406,0,4,1.001439567
Nsite.non.threat[20],3.757962963,1.215406732,2,6,1.001504046
Nsite.non.threat[21],3.089777778,1.467178336,1,6,1.001024724
Nsite.non.threat[22],2.335,1.36486043,0,5,1.000737598
Nsite.non.threat[23],2.61962963,1.169155492,1,5,1.001506419
Nsite.non.threat[24],2.366185185,1.373026021,0,5,1.000798946
Nsite.non.threat[25],2.724851852,1.210240091,1,5,1.001503174
Nsite.non.threat[26],3.517703704,1.391794402,1,6,1.001030649
Nsite.non.threat[27],2.734777778,1.219763661,1,5,1.001198734
Nsite.non.threat[28],3.244296296,1.506171135,1,6,1.001105012
Nsite.non.threat[29],3.480259259,1.130269645,2,6,1.001401289
Nsite.non.threat[30],3.47437037,1.414347968,1,6,1.00108493
Nsite.non.threat[31],2.750222222,1.207460706,1,5,1.000840701
Nsite.non.threat[32],2.244148148,1.350670611,0,5,1.001348107
Nsite.non.threat[33],4.180518519,1.324133624,2,7,1.001059876
Nsite.non.threat[34],2.947814815,1.276846541,1,6,1.000869998
Nsite.non.threat[35],2.77237037,1.225991531,1,5,1.001317996
Nsite.non.threat[36],2.752148148,1.24008532,1,5,1.001120879
Nsite.non.threat[37],2.748925926,1.224782202,1,5,1.000868953
Nsite.non.threat[38],2.741962963,1.208867197,1,5,1.000863263
Nsite.non.threat[39],2.835,0.8588679598,2,5,1.000531611
Nsite.non.threat[40],3.863925926,0.8703941516,3,6,1.000592315
Nsite.non.threat[41],2.879111111,0.8862781972,2,5,1.000300188
Nsite.non.threat[42],2.842666667,0.8634640307,2,5,1.000523613
Nsite.non.threat[43],1.936888889,0.8966452422,1,4,1.000495095
Nsite.non.threat[44],1.960148148,0.9099439829,1,4,1.000297501
Nsite.non.threat[45],2.012037037,0.9152600453,1,4,1.000355585
Nsite.non.threat[46],2.291259259,1.233799603,0,5,1.000153428
Nsite.non.threat[47],4.617962963,0.7480059288,4,6,1.001338422
Nsite.non.threat[48],2.941333333,0.9113259066,2,5,1.000292359
Nsite.non.threat[49],2.18962963,0.9958448489,1,4,1.000319638
Nsite.non.threat[50],3.04237037,0.9560032977,2,5,1.000329514
Nsite.non.threat[51],1.973555556,0.9352360235,1,4,1.000707163
Nsite.non.threat[52],1.824333333,0.863767782,1,4,1.000447521
Nsite.non.threat[53],1.869222222,0.8850195002,1,4,1.000870896
Nsite.non.threat[54],1.125333333,0.9764035551,0,3,1.000465958
Nsite.non.threat[55],2.121481481,1.206018783,0,5,1.000020795
Nsite.non.threat[56],2.722,0.8026340022,2,5,1.00040229
Nsite.non.threat[57],1.118481481,0.9771260299,0,3,1.000549588
Nsite.non.threat[58],1.907518519,0.8987827478,1,4,1.000761527
Nsite.non.threat[59],3.098555556,0.9504316171,2,5,1.00061634
Nsite.non.threat[60],2.12637037,0.9960629245,1,4,1.000283932
Nsite.non.threat[61],1.976296296,0.9394583193,1,4,1.000637786
Nsite.non.threat[62],3.310111111,1.013345514,2,5,1.000204721
Nsite.non.threat[63],3.007,0.9347717249,2,5,1.000465868
Nsite.non.threat[64],2.407111111,1.324817106,0,5,1.00003961
Nsite.non.threat[65],2.809814815,1.126674367,1,5,1.00063929
Nsite.non.threat[66],2.090148148,0.9778952395,1,4,1.000395179
Nsite.non.threat[67],3.868111111,0.8780895658,3,6,1.00064404
Nsite.non.threat[68],4.82462963,0.8538225661,4,7,1.001383673
Nsite.non.threat[69],2.750851852,0.8305212592,2,5,1.00025202
Nsite.non.threat[70],1.867148148,0.8808084719,1,4,1.000324859
Nsite.non.threat[71],1.182777778,1.016093174,0,3,1.000800338
Nsite.non.threat[72],3.683296296,0.7830018145,3,5,1.000868027
Nsite.non.threat[73],2.238962963,1.028830142,1,4,1.000258334
Nsite.non.threat[74],2.861074074,0.8738304868,2,5,1.00040788
Nsite.non.threat[75],2.100481481,0.9850618346,1,4,1.000239614
Nsite.non.threat[76],1.02537037,0.9590222841,0,3,1.000873828
Nsite.non.threat[77],3.044740741,0.9463937174,2,5,1.000737216
Nsite.non.threat[78],1.427555556,1.099553911,0,4,1.000424843
Nsite.non.threat[79],2.448481481,1.121962509,1,5,1.00051912
Nsite.non.threat[80],1.861037037,1.213658136,0,4,1.000147848
Nsite.non.threat[81],2.917666667,0.8891686425,2,5,1.000789062
Nsite.non.threat[82],2.858148148,0.8726602356,2,5,1.000840771
Nsite.non.threat[83],1.822888889,0.8570792187,1,4,1.000029869
Nsite.non.threat[84],1.950518519,1.224947365,0,5,1.000599912
Nsite.non.threat[85],3.004185185,0.9327656433,2,5,1.000587421
Nsite.non.threat[86],2.000555556,1.246633181,0,5,1.000109824
Nsite.non.threat[87],1.932481481,0.9197978797,1,4,1.000654818
Nsite.non.threat[88],2.846481481,0.8721498849,2,5,1.000275858
Nsite.non.threat[89],1.14362963,1.014232659,0,3,1.000277946
Nsite.non.threat[90],1.991518519,0.9409597769,1,4,1.000878025
Nsite.non.threat[91],3.807481481,0.8489210889,3,6,1.00051956
Nsite.non.threat[92],3.14837037,0.97692986,2,5,1.000775806
Nsite.non.threat[93],2.035407407,0.9539209627,1,4,1.000344452
Nsite.non.threat[94],2.181703704,1.01965138,1,4,1.000296635
Nsite.non.threat[95],4.062296296,0.9395448144,3,6,1.000374692
Nsite.non.threat[96],1.741444444,1.188111406,0,4,1.000321298
Nsite.non.threat[97],2.086074074,0.9789435383,1,4,1.000477213
Nsite.non.threat[98],3.100296296,0.9830294064,2,5,1.000174241
Nsite.non.threat[99],2.012555556,0.9578846526,1,4,1.001162697
Nsite.non.threat[100],2.339,1.08674359,1,5,1.000209514
Nsite.non.threat[101],3.906703704,0.8538088002,3,6,1.000530255
Nsite.non.threat[102],2.057,0.9488038713,1,4,1.000280065
Nsite.non.threat[103],3.079296296,0.9609437884,2,5,1.000486521
Nsite.non.threat[104],2.745259259,0.8308537221,2,5,1.000486206
Nsite.non.threat[105],1.867222222,0.8817862598,1,4,1.000947204
Nsite.non.threat[106],2.837740741,0.8564110216,2,5,1.000968908
Nsite.non.threat[107],2.063,0.9677919432,1,4,1.001074579
Nsite.non.threat[108],5.781703704,1.233346588,4,8,1.000150991
Nsite.non.threat[109],3.39537037,1.420151767,1,6,1.000563066
Nsite.non.threat[110],6.836592593,1.231869462,5,10,1.000675108
Nsite.non.threat[111],4.273518519,1.313643384,2,7,1.001136496
Nsite.non.threat[112],3.246518519,1.370685845,1,6,1.000736358
Nsite.non.threat[113],4.226962963,1.354895195,2,7,1.000889831
Nsite.non.threat[114],3.159962963,1.349155294,1,6,1.000975864
Nsite.non.threat[115],3.358333333,1.390710704,1,6,1.000737728
Nsite.non.threat[116],4.537111111,1.418382314,2,8,1.000191377
Nsite.non.threat[117],4.028296296,1.308463811,2,7,1.000707859
Nsite.non.threat[118],2.521481481,1.423864956,0,5,1.000641221
Nsite.non.threat[119],7.383259259,1.015382872,6,10,1.001353867
Nsite.non.threat[120],3.904222222,1.272325626,2,7,1.001491717
Nsite.non.threat[121],6.069481481,1.274381139,4,9,1.000992217
Nsite.non.threat[122],4.127407407,1.304485427,2,7,1.000395029
Nsite.non.threat[123],3.383259259,1.379209857,1,6,1.001311903
Nsite.non.threat[124],4.535962963,1.384049287,2,7,1.000997172
Nsite.non.threat[125],4.573407407,1.182243696,3,7,1.000602528
Nsite.non.threat[126],3.628592593,1.194818351,2,6,1.001558183
Nsite.non.threat[127],4.363444444,1.340761493,2,7,1.000906113
Nsite.non.threat[128],3.832925926,1.468830302,1,7,1.000914764
Nsite.non.threat[129],4.494888889,1.381158964,2,7,1.000672741
Nsite.non.threat[130],5.085333333,1.304736306,3,8,1.000635557
Nsite.non.threat[131],4.344555556,1.363186055,2,7,1.001333658
Nsite.non.threat[132],4.486777778,1.406193404,2,7,1.001285564
Nsite.non.threat[133],4.294148148,1.345192881,2,7,1.000699078
Nsite.non.threat[134],3.063222222,1.522271657,0,6,1.000655241
Nsite.non.threat[135],4.228740741,1.328561771,2,7,1.000940602
Nsite.non.threat[136],4.356296296,1.356169289,2,7,1.000982156
Nsite.non.threat[137],3.234111111,1.368008218,1,6,1.000277053
Nsite.non.threat[138],3.563814815,1.449701741,1,7,1.000240767
Nsite.non.threat[139],4.065703704,1.322332258,2,7,1.000310904
Nsite.non.threat[140],5.00462963,1.29308837,3,8,1.000742708
Nsite.non.threat[141],5.835925926,1.255694121,4,9,1.000348896
Nsite.non.threat[142],4.069148148,1.309419082,2,7,1.000502591
Nsite.non.threat[143],4.732666667,1.241771882,3,7,1.000259504
Nsite.non.threat[144],3.362814815,1.403881352,1,6,1.00060158
Nsite.non.threat[145],4.10462963,1.332266187,2,7,1.000492105
Nsite.non.threat[146],4.13962963,1.344362765,2,7,1.000858099
Nsite.non.threat[147],3.28062963,1.377606178,1,6,1.000784033
Nsite.non.threat[148],3.083,1.554627666,0,6,1.000799289
Nsite.non.threat[149],5.224037037,1.316273254,3,8,1.000626681
Nsite.non.threat[150],3.477185185,1.407044787,1,6,1.001238256
Nsite.non.threat[151],3.486074074,1.55702932,1,7,1.000101746
Nsite.non.threat[152],3.834888889,1.466743508,1,7,1.001682807
Nsite.non.threat[153],4.73037037,1.444468155,2,8,1.001034846
Nsite.non.threat[154],4.965851852,1.28521748,3,8,1.000855201
Nsite.non.threat[155],3.553148148,1.399254965,1,6.025,1.001289443
Nsite.non.threat[156],3.964555556,1.294128542,2,7,1.000745134
Nsite.non.threat[157],3.733518519,1.450795064,1,7,1.001020549
Nsite.non.threat[158],4.654185185,1.442300212,2,8,1.000887543
Nsite.non.threat[159],2.727259259,1.464059307,0,6,1.000325588
Nsite.non.threat[160],2.474888889,1.417783674,0,5,1.000968242
Nsite.non.threat[161],2.973222222,1.51055449,0,6,1.000372183
Nsite.non.threat[162],3.415074074,1.391604475,1,6,1.000994012
Nsite.non.threat[163],4.312888889,1.361080279,2,7,1.000709169
Nsite.non.threat[164],3.980185185,1.638326644,1,7,1.000711785
Nsite.non.threat[165],5.902407407,1.21867154,4,9,1.00140002
Nsite.non.threat[166],4.401296296,1.37567286,2,7,1.001872632
Nsite.non.threat[167],3.753592593,0.8044390417,3,6,1.000678972
Nsite.non.threat[168],2.510407407,1.10423922,1,5,1.000499905
Nsite.non.threat[169],2.188148148,1.020625246,1,4,1.000582802
Nsite.non.threat[170],3.110185185,0.9693858075,2,5,1.000582096
Nsite.non.threat[171],2.917259259,0.8853528494,2,5,1.00106649
Nsite.non.threat[172],2.013777778,0.9402079884,1,4,1.000578776
Nsite.non.threat[173],2.256925926,1.041042722,1,5,1.000289916
Nsite.non.threat[174],1.979296296,0.9242470582,1,4,1.000277603
Nsite.non.threat[175],1.150111111,0.9867562526,0,3,1.000277973
Nsite.non.threat[176],1.187592593,1.01284106,0,3,1.000324299
Nsite.non.threat[177],1.137592593,0.9997192746,0,3,1.000129773
Nsite.non.threat[178],2.873592593,0.8694895806,2,5,1.00047264
Nsite.non.threat[179],2.921962963,0.899534553,2,5,1.000339269
Nsite.non.threat[180],2.130925926,0.9694044869,1,4,1.000305541
Nsite.non.threat[181],2.080148148,0.9664270467,1,4,1.000219347
Nsite.non.threat[182],3.755185185,0.8094449236,3,6,1.000832039
Nsite.non.threat[183],2.138962963,0.9946076875,1,4,1.000315026
Nsite.non.threat[184],2.073740741,0.9694810005,1,4,1.000390723
Nsite.non.threat[185],2.130333333,0.9877271442,1,4,1.000684232
Nsite.non.threat[186],2.98862963,0.908485403,2,5,1.000743074
Nsite.non.threat[187],2.390740741,1.065256359,1,5,1.000223596
Nsite.non.threat[188],1.344592593,1.074641463,0,4,1.000115837
Nsite.non.threat[189],2.901740741,0.8959398313,2,5,1.000171955
Nsite.non.threat[190],2.006037037,0.9316827467,1,4,1.000067216
Nsite.non.threat[191],1.791074074,1.182493397,0,4,1.000856432
Nsite.non.threat[192],2.125888889,0.9840218299,1,4,1.000438683
Nsite.non.threat[193],2.118925926,0.9757823263,1,4,1.000951572
Nsite.non.threat[194],2.306111111,1.054515927,1,5,1.000177752
Nsite.non.threat[195],1.996,0.9283284419,1,4,1.000482713
Nsite.non.threat[196],1.867259259,0.8804256617,1,4,0.9999916839
Nsite.non.threat[197],2.030074074,0.9379737745,1,4,1.000473751
Nsite.non.threat[198],1.683222222,1.171750395,0,4,1.000581089
Nsite.non.threat[199],1.931074074,0.9073272123,1,4,1.000541606
Nsite.non.threat[200],4.70837037,0.7839199417,4,6,1.00013836
Nsite.non.threat[201],1.045222222,0.9579047592,0,3,1.000533341
Nsite.non.threat[202],2.784185185,0.8428381825,2,5,1.000054727
Nsite.non.threat[203],2.112259259,1.216373203,0,5,1.000147732
Nsite.non.threat[204],1.182444444,1.002889981,0,3,1.000596213
Nsite.non.threat[205],1.939777778,0.9103704464,1,4,1.001080644
Nsite.non.threat[206],1.985407407,0.9211727444,1,4,1.001107494
Nsite.non.threat[207],1.099703704,0.9780281403,0,3,1.000886792
Nsite.non.threat[208],3.007703704,0.9160955162,2,5,1.000593495
Nsite.non.threat[209],2.837962963,0.8556310227,2,5,1.00034683
Nsite.non.threat[210],2.845962963,0.8553338434,2,5,1.00061837
Nsite.non.threat[211],2.057222222,0.9602760752,1,4,1.000369654
Nsite.non.threat[212],2.196740741,1.030713086,1,4,1.000331797
Nsite.non.threat[213],1.281,1.054306241,0,4,1.000287253
Nsite.non.threat[214],3.909814815,0.8911954789,3,6,1.000992817
Nsite.non.threat[215],2.057222222,0.9671938626,1,4,1.000238609
Nsite.non.threat[216],1.282666667,1.062802333,0,4,1.000421348
Nsite.non.threat[217],2.243925926,1.013693858,1,4,1.000862455
Nsite.non.threat[218],2.213925926,1.015534801,1,4,1.000217041
Nsite.non.threat[219],3.140407407,0.9565298096,2,5,1.000280877
Nsite.non.threat[220],1.434185185,1.091621945,0,4,1.000416454
Nsite.non.threat[221],2.107148148,0.97350014,1,4,1.000434833
Nsite.non.threat[222],2.129074074,0.9925306595,1,4,1.001044016
Nsite.non.threat[223],3.02762963,1.20810301,1,6,1.000517073
Nsite.non.threat[224],4.638074074,1.187039094,3,7,1.000907176
Nsite.non.threat[225],3.930296296,1.564694573,1,7,1.00091001
Nsite.non.threat[226],4.314888889,1.077135689,3,7,1.001353264
Nsite.non.threat[227],4.472962963,1.142796585,3,7,1.001770752
Nsite.non.threat[228],5.30762963,1.084196302,4,8,1.001517383
Nsite.non.threat[229],6.378592593,1.078565402,5,9,1.000726615
Nsite.non.threat[230],6.224,1.042474527,5,9,1.001682499
Nsite.non.threat[231],6.019666667,0.9545110847,5,8,1.001550529
Nsite.non.threat[232],4.037925926,0.9728558627,3,6,1.001156003
Nsite.non.threat[233],3.675851852,1.554509234,1,7,1.001608595
Nsite.non.threat[234],5.353592593,1.075250319,4,8,1.000973834
Nsite.non.threat[235],3.476185185,1.150137027,2,6,1.000728668
Nsite.non.threat[236],5.233518519,1.039796043,4,8,1.00139254
Nsite.non.threat[237],5.626925926,1.179428862,4,8,1.001591278
Nsite.non.threat[238],4.406074074,1.117024016,3,7,1.002044929
Nsite.non.threat[239],3.438111111,1.112152077,2,6,1.002024779
Nsite.non.threat[240],1.88837037,1.271965033,0,5,1.001054907
Nsite.non.threat[241],2.594,1.17086228,1,5,1.001701235
Nsite.non.threat[242],4.245185185,1.031215347,3,7,1.001640399
Nsite.non.threat[243],2.709481481,1.46367517,0,6,1.001215447
Nsite.non.threat[244],3.431851852,1.133396926,2,6,1.001476194
Nsite.non.threat[245],3.466111111,1.544852603,1,7,1.001075452
Nsite.non.threat[246],3.562925926,1.145205793,2,6,1.000481903
Nsite.non.threat[247],4.338111111,1.087837935,3,7,1.00211724
Nsite.non.threat[248],2.592518519,1.188685887,1,5,1.002085416
Nsite.non.threat[249],4.312888889,1.089408631,3,7,1.00130561
Nsite.non.threat[250],3.436444444,1.12355588,2,6,1.001612889
Nsite.non.threat[251],3.521888889,1.53699353,1,7,1.001120974
Nsite.non.threat[252],2.551185185,1.17616208,1,5,1.001942588
Nsite.non.threat[253],3.314111111,1.078307769,2,6,1.00131684
Nsite.non.threat[254],3.392592593,1.109049451,2,6,1.000960859
Nsite.non.threat[255],2.692888889,1.444908333,0,6,1.001414657
Nsite.non.threat[256],2.244407407,1.361535208,0,5,1.001548629
Nsite.non.threat[257],4.663925926,1.208456687,3,7,1.001476163
Nsite.non.threat[258],1.66462963,1.209555846,0,4,1.001640596
Nsite.non.threat[259],4.442481481,1.131893774,3,7,1.00220813
Nsite.non.threat[260],3.34162963,1.091414296,2,6,1.002247271
Nsite.non.threat[261],2.377814815,1.101280801,1,5,1.0003885
Nsite.non.threat[262],3.464814815,1.13244829,2,6,1.001372988
Nsite.non.threat[263],3.417925926,1.114705848,2,6,1.001886756
Nsite.non.threat[264],4.314814815,1.085924309,3,7,1.001164971
Nsite.non.threat[265],4.507,1.131861104,3,7,1.001814822
Nsite.non.threat[266],3.600148148,1.173039348,2,6,1.001856537
Nsite.non.threat[267],3.433074074,1.123887565,2,6,1.001070127
Nsite.non.threat[268],1.850037037,1.253312215,0,5,1.000330828
Nsite.non.threat[269],4.378111111,1.10520796,3,7,1.001118397
Nsite.non.threat[270],3.482259259,1.134620014,2,6,1.001957592
Nsite.non.threat[271],3.028555556,1.29695749,1,6,1.001301414
Nsite.non.threat[272],2.81762963,1.239317976,1,5,1.001929125
Nsite.non.threat[273],3.713407407,1.204033287,2,6,1.001884081
Nsite.non.threat[274],4.440222222,1.123301689,3,7,1.001551481
Nsite.non.threat[275],4.481259259,1.142282024,3,7,1.001267406
Nsite.non.threat[276],3.385259259,1.521218411,1,7,1.000642365
Nsite.non.threat[277],5.318407407,1.08219295,4,8,1.00097908
Nsite.non.threat[278],5.434037037,1.119122877,4,8,1.000933637
Nsite.non.threat[279],2.991148148,1.301403488,1,6,1.000539262
Nsite.non.threat[280],3.742703704,1.218272104,2,6,1.001654802
Nsite.non.threat[281],3.947851852,1.28135081,2,7,1.000617401
Nsite.non.threat[282],4.284814815,1.073190567,3,7,1.000894774
Nsite.non.threat[283],4.028296296,1.48217281,1,7,1.000588877
Nsite.non.threat[284],3.401962963,1.529933872,1,7,1.000744917
Nsite.non.threat[285],2.275814815,1.369602306,0,5,1.000637334
Nsite.non.threat[286],3.931222222,1.464941229,1,7,1.000529973
Nsite.non.threat[287],3.347074074,1.385353118,1,6,1.000359534
Nsite.non.threat[288],6.911777778,1.221949684,5,10,1.001310024
Nsite.non.threat[289],2.642555556,1.453519565,0,6,1.000839571
Nsite.non.threat[290],4.377296296,1.358557627,2,7,1.001186991
Nsite.non.threat[291],2.812296296,1.464150131,0,6,1.001228726
Nsite.non.threat[292],3.216148148,1.347952856,1,6,1.001692574
Nsite.non.threat[293],3.884925926,1.527983415,1,7,1.000263362
