FID;Index;ID;Sampling_s;Dist_city;Dist_road;Dist_water;Dist_wat_1;Dist_wat_2;Dist_humse;HDens_2km;HDens_500m;NDVImean_5;NDVImean_6;NDVImean_2;cattle_num;cattle_fre;effort_day;xcoord;ycoord;PA;survey_are;pa_type;year;Biome;CTmodel;CTnumber;CTcode;CTcode2;trail;trail_type;trail_ty_1;team;team2;team3;veg_field;cattle_fie;Prob_fogo
81;82;87;OCCL44;-0,44455;1,20943;-0,550082;1,864151;-0,600621;-0,945836;-0,146056;0,310147;-0,68072;-0,519852;-0,517901;-0,276328;-0,270365;0,765231;-44,888753;-15,171055;PD;CL;0;2016;Cer;trophycam;B131200703;B;A;0;N;N;GBF;GBF;GBF MSP;CER DENSO;N;0,312923998
82;83;88;OCCL45;-0,782842;0,382588;0,784069;0,044412;0,301379;-0,61052;-0,113732;-0,171954;-1,005165;-1,043711;-1,272328;-0,202296;-0,211382;0,765231;-44,794203;-15,171487;PD;CL;0;2016;Cer;trophycam;B12000478;B;A;0;N;N;GBF;GBF;GBF MSP;CER SS;Y;0,51432699
83;84;89;OCCL46;-0,596671;0,842324;-1,069142;-0,695326;-0,95155;-0,411516;-0,436975;-0,171954;-0,959043;-0,586316;-0,751591;-0,276328;-0,270365;-1,317969;-44,794832;-15,145502;PD;CL;0;2016;Cer;trophycam;B100826425;A;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;CER SS;Y;0,613587976
84;85;90;OCCL47;-0,570331;0,906065;-0,631368;-0,977334;-0,655577;-0,528008;-0,436975;-0,171954;-0,733091;-0,712248;-0,865379;-0,276328;-0,270365;-0,671459;-44,807797;-15,145204;PD;CL;0;2016;Cer;trophycam;B140621051;C;C;0;N;N;GBF;GBF;GBF MSP;CER SS;Y;0,47625199
85;86;91;OCCL48;-0,536135;0,98919;-1,205592;-1,317796;-1,043801;-0,75292;0,31305;-0,171954;-0,188603;-0,097196;-0,524379;-0,128263;0,405255;-2,970163;-44,821579;-15,144942;PD;CL;0;2016;Cer;trophycam;B101028484;A;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;VER;Y;0,185295001
86;87;92;OCCL49;-0,670727;0,655132;-1,10423;-1,004541;-0,975272;-1,004625;0,589797;0,484498;0,243923;0,471987;0,110487;1,204316;0,90929;0,765231;-44,83496;-15,171078;PD;CL;0;2016;Cer;trophycam;B12100453;B;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;VER;Y;0,444887012
87;88;93;OCCL50;-0,718519;0,538462;-0,727709;-1,034456;-0,720712;-0,93596;0,88125;0,32086;-0,856849;-0,079835;-0,391179;-0,276328;-0,270365;0,765231;-44,821095;-15,171603;PD;CL;0;2016;Cer;agressor;B151106854;D;D;1;trail;trail;GBF;GBF;GBF MSP;CER SS;Y;0,568422019
88;89;94;OCCL51;-0,499959;1,077331;-1,154427;-0,813385;-1,009209;-0,903889;0,31305;-0,159825;-0,299107;-0,041773;-0,169496;-0,276328;-0,270365;0,765231;-44,834741;-15,145048;PD;CL;0;2016;Cer;agressor;B150801804;D;D;1;carreiro;carreiro;GBF;GBF;GBF FFP;VER;N;0,023655999
89;90;95;OCCL52;-0,411821;1,295104;-0,791954;-0,420699;-0,764147;-0,862238;0,033629;-0,169164;-0,574174;-0,577535;-0,412015;0,019801;-0,034434;0,765231;-44,835135;-15,132103;PD;CL;0;2016;Cer;trophycam;B120102688;B;A;1;trail;trail;GBF;GBF;GBF FFP;CER SS;Y;0,171021
90;91;96;OCCL53;-0,448565;1,205549;-0,481845;-0,888681;-0,554487;-0,691573;-0,368791;-0,171954;-0,378212;-0,423056;-0,454033;0,389962;0,26048;0,765231;-44,821514;-15,132208;PD;CL;0;2016;Cer;trophycam;B131200426;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS;Y;0,300406992
91;92;97;OCCL54;-0,361683;1,420198;0,548716;-0,277654;0,14226;-0,456649;-0,436975;-0,171954;-0,708623;-0,503085;-0,703644;-0,276328;-0,270365;0,765231;-44,821085;-15,119549;PD;CL;0;2016;Cer;agressor;B151106839;D;D;1;trail;trail;GBF;GBF;GBF FFP;CER SS;N;0,486223012
92;93;98;OCCL55;-0,327249;1,504077;0,093519;0,072121;-0,165492;-0,650128;-0,096055;-0,171954;-0,342664;-0,588686;-0,588949;-0,054231;-0,093417;0,765231;-44,834906;-15,119548;PD;CL;0;2016;Cer;trophycam;B140806198;C;C;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS;N;0,212634996
93;94;99;OCCL56;-0,16001;1,915116;-0,522321;0,961572;-0,581852;-0,908538;0,244866;0,762677;-0,363659;-0,209426;-0,216631;-0,276328;-0,270365;0,765231;-44,861902;-15,106616;PD;CL;0;2016;Cer;trophycam;B140711140;C;C;0;N;N;GBF;GBF;GBF FFP;CER SS;Y;0,192365006
94;95;100;OCCL57;-0,268293;1,650807;0,327844;-0,408611;-0,007068;-0,405331;-0,436975;-0,171954;-0,210342;-0,30345;-0,830445;-0,276328;-0,270365;0,765231;-44,821571;-15,106335;PD;CL;0;2016;Cer;agressor;B150801803;D;D;1;trail;trail;GBF;GBF;GBF FFP;CER SS;N;0,318859011
95;96;101;OCCL58;-0,292238;1,592776;-0,760069;-1,053642;-0,74259;-0,302566;-0,436975;-0,171954;-0,815251;-0,47086;-0,643868;-0,276328;-0,270365;-1,389804;-44,808288;-15,106023;PD;CL;0;2016;Cer;trophycam;B101028494;A;A;1;trail;trail;GBF;GBF;GBF FFP;CER SS;N;0,457964987
96;97;102;OCCL59;-0,479767;1,129732;-1,042053;-1,220833;-0,933235;-0,392372;-0,436975;-0,171954;-0,336611;-0,236217;-0,527971;-0,276328;-0,270365;0,765231;-44,807994;-15,132399;PD;CL;0;2016;Cer;trophycam;B121000651;B;A;0;N;N;GBF;GBF;GBF FFP;CER SS;N;0,412746996
97;98;103;OCCL60;-0,387165;1,358393;-0,080881;-0,650947;-0,283401;-0,427939;-0,436975;-0,171954;-0,554218;-0,712821;-0,531248;-0,276328;-0,270365;0,765231;-44,808215;-15,119369;PD;CL;0;2016;Cer;trophycam;B131000470;B;A;0;N;N;GBF;GBF;GBF FFP;CER SS;N;0,309937
98;99;104;OCCL61;-0,315119;1,537451;-1,130067;-1,273017;-0,99274;-0,554179;-0,436975;-0,171954;-0,451025;-0,482543;-0,444797;-0,276328;-0,270365;0,765231;-44,794471;-15,106228;PD;CL;0;2016;Cer;trophycam;B101028490;A;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS;Y;0,317546993
99;100;105;OCCL62;-0,409942;1,303383;-1,286333;-1,365668;-1,098389;-0,766555;-0,267272;0,335092;-0,086124;0,084023;-0,436597;-0,276328;-0,270365;-0,958797;-44,794472;-15,119394;PD;CL;0;2016;Cer;trophycam;B140621053;C;C;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS;N;0,326451004
100;101;107;OCCL64;-0,837529;0,242448;0,503598;-0,304405;0,111756;-0,421007;-0,436975;-0,171954;-0,45161;-0,56845;-0,408901;-0,128263;-0,154243;0,837065;-44,835041;-15,197453;PD;CL;0;2016;Cer;agressor;B150801797;D;D;0;N;N;GBF;GBF;GBF FFP;CER DENSO;Y;0,171680003
101;102;108;OCCL65;-0,885523;0,125362;-0,436361;-0,861713;-0,523736;-0,674294;-0,414247;-0,171954;-0,418357;-0,172581;-0,031843;-0,276328;-0,270365;0,765231;-44,821489;-15,197096;PD;CL;0;2016;Cer;agressor;B150801781;D;D;0;N;N;GBF;GBF;GBF MJ;CER DENSO;N;0,109168001
102;103;109;OCCL66;-0,969232;-0,081855;-0,070231;-0,644632;-0,276201;-0,598185;-0,073327;-0,171954;-1,049402;-0,594727;-0,451486;0,834155;0,743066;0,190555;-44,821673;-15,210303;PD;CL;0;2016;Cer;trophycam;B100815579;A;A;1;trail;trail;GBF;GBF;GBF MJ;CER DENSO;N;0,114569999
103;104;110;OCCL67;-0,510586;1,044794;-0,026228;0,80645;-0,246451;-0,62089;-0,308628;-0,171954;-0,5056;-0,361671;-0,668348;-0,276328;-0,270365;0,765231;-44,902226;-15,197633;PD;CL;0;2016;Cer;agressor;B150801769;D;D;1;trail;trail;other;MJ;MJ MSP;CER SS;Y;0,358420014
104;105;111;OCCL68;-0,569435;0,899095;-0,996932;0,47215;-0,902729;-0,559168;-0,436975;-0,171954;-0,879601;-1,03072;-0,834397;-0,054231;-0,093417;0,765231;-44,902117;-15,210291;PD;CL;0;2016;Cer;trophycam;B101028533;A;A;1;trail;trail;other;MJ;MJ MSP;CER RALO;Y;0,560985982
105;106;112;OCCL69;-0,645614;0,711724;0,185669;1,15393;-0,103191;-0,269603;-0,436975;-0,171954;-1,322667;-1,155447;-1,018484;-0,202296;-0,211382;0,765231;-44,88875;-15,21022;PD;CL;0;2016;Cer;trophycam;B121000676;B;A;0;N;N;other;MJ;MJ MSP;CER RALO;Y;0,516735971
106;107;113;OCCL70;-0,504434;1,070115;-0,91502;-1,145514;-0,84735;-0,685651;-0,277879;-0,171954;-0,241571;-0,340927;-0,547011;-0,276328;-0,270365;0,621562;-44,79435;-15,13252;PD;CL;0;2016;Cer;trophycam;B120815259;B;A;0;N;N;other;FFP;MSP FFP;CER SS;N;0,211934999
107;108;114;OCCP01;-0,444361;-0,646785;-0,039894;1,328418;1,973644;0,157712;-0,436975;-0,171954;1,265846;1,412507;1,494756;-0,276328;-0,270365;0,190555;-44,29241;-15,135948;CP;CP;1;2014;Caa;trophycam;B131200711;B;A;0;N;N;GBF;GBF;GBF MSP;CAR;Y;0,401607007
108;109;115;OCCP02;-0,516784;-1,042982;-0,415034;1,030039;1,633405;-0,151213;-0,436975;-0,171954;1,16803;1,453521;1,650717;0,612058;0,570974;0,046886;-44,2781;-15,162791;CP;CP;1;2014;Caa;trophycam;B120102688;B;A;0;N;N;GBF;GBF;GBF MSP;CER DENSO;Y;0,564469993
109;110;116;OCCP03;-0,585113;-1,281765;0,488533;0,463107;0,98694;-0,039568;-0,436975;-0,171954;1,5173;1,527673;1,837247;-0,276328;-0,270365;0,046886;-44,264514;-15,163629;CP;CP;1;2014;Caa;trophycam;B101220533;A;A;0;N;N;GBF;GBF;GBF MSP;CER DENSO;Y;0,227155
110;111;117;OCCP04;-0,679967;-1,522635;-0,52657;-0,203152;0,227213;-0,37804;-0,436975;-0,171954;1,979761;2,237698;2,178376;-0,276328;-0,270365;0,046886;-44,25057;-15,163829;CP;CP;1;2014;Caa;trophycam;B120101919;B;A;0;N;N;GBF;GBF;GBF MSP;DF;N;0,640852988
111;112;118;OCCP05;-0,554912;-1,345001;0,340558;0,713354;1,272294;-0,077188;-0,436975;-0,171954;1,278768;1,145793;1,753738;-0,202296;-0,200254;0,046886;-44,263915;-15,176058;CP;CP;1;2014;Caa;trophycam;B110307295;A;A;1;trail;trail;GBF;GBF;GBF MSP;CER DENSO;Y;0,493124008
112;113;119;OCCP06;-0,662173;-0,846612;1,022226;0,761526;1,327224;-0,610808;-0,368791;-0,171954;1,324371;1,670581;1,821583;-0,276328;-0,270365;0,046886;-44,291785;-15,177206;CP;CP;1;2014;Caa;trophycam;B131000470;B;A;0;N;N;GBF;GBF;GBF MSP;CAR? CERDENSO?;Y;0,120104998
113;114;120;OCCP07;-0,611281;-1,198349;0,219683;0,079533;0,549556;0,101791;-0,436975;-0,171954;1,201901;1,503453;1,904674;0,241898;0,202569;0,190555;-44,265206;-15,150114;CP;CP;1;2014;Caa;trophycam;B131200426;B;A;0;N;N;GBF;GBF;GBF MSP;CER DENSO;N;0,336044997
114;115;121;OCCP08;-0,592669;-1,069001;0,818171;1,211686;1,840535;-0,303379;-0,436975;-0,171954;1,512567;1,667698;1,633587;-0,276328;-0,270365;-0,024949;-44,279409;-15,176979;CP;CP;1;2014;Caa;trophycam;B121017980;B;A;0;N;N;GBF;GBF;GBF MSP;CER RALO;Y;0,132785007
115;116;122;OCCP09;-0,594119;-0,780702;-0,187979;0,976478;1,57233;-0,439102;-0,436975;-0,171954;1,524997;1,63404;1,528531;-0,276328;-0,270365;-1,1743;-44,293061;-15,162586;CP;CP;1;2014;Caa;trophycam;B100826329;A;A;0;N;N;GBF;GBF;GBF MSP;CER DENSO;N;0,289159
116;117;123;OCCP10;-0,515833;-0,964308;-0,863875;0,735413;1,297447;0,039174;-0,436975;-0,171954;1,428319;1,550115;1,628652;4,091571;3,945767;-0,024949;-44,278791;-15,149855;CP;CP;1;2014;Caa;trophycam;B110307292;A;A;1;trail;trail;GBF;GBF;GBF MSP;CER DENSO;Y;0,270428985
117;118;124;OCCP11;-0,544765;-0,882604;0,284569;0,556164;1,093052;0,329501;-0,436975;-0,171954;1,656664;1,823858;1,697918;7,052858;6,67068;0,046886;-44,277993;-15,135695;CP;CP;1;2014;Caa;trophycam;B110816640;A;A;1;trail;trail;GBF;GBF;GBF MSP;CER DENSO;Y;0,252737999
118;119;125;OCCP12;-0,967804;-0,981939;-0,086647;-0,654366;-0,2873;0,101362;-0,436975;-0,171954;2,429424;2,374508;1,945558;-0,276328;-0,270365;-0,024949;-44,223603;-15,095183;CP;CP;1;2014;Caa;trophycam;B120100128;B;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;DF;N;0,666489005
119;120;126;OCCP13;-1,078568;-1,080609;1,063676;0,02767;0,490416;0,051266;-0,436975;-0,171954;1,189482;1,356688;2,183841;3,647378;3,517008;-0,024949;-44,208494;-15,095431;CP;CP;1;2014;Caa;trophycam;B100817020;A;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;DF;Y;0,680058002
120;121;127;OCCP14;-1,060503;-0,916628;0,877139;0,379206;0,891268;0,015566;-0,436975;-0,171954;2,164968;2,35684;2,036477;1,574477;1,516132;-0,024949;-44,209491;-15,080829;CP;CP;1;2014;Caa;trophycam;B101028533;A;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;DF;N;-9999
121;122;128;OCCP15;-1,069839;-1,284391;0,846172;-0,10129;0,343366;0,046882;-0,436975;-0,171954;1,033425;2,088254;2,016364;1,426412;1,405439;-0,096783;-44,209447;-15,108765;CP;CP;1;2014;Caa;trophycam;B110304357;A;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;DF;Y;0,82929498
122;123;129;OCCP16;-1,001046;-1,990711;0,66955;-0,206011;0,223954;-0,460514;-0,436975;-0,171954;2,223724;2,004041;1,37619;2,01867;1,944891;-0,024949;-44,209178;-15,149334;CP;CP;1;2014;Caa;trophycam;B100817126;A;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;DF;Y;0,461418003
123;124;130;OCCP17;-0,908585;-1,844533;-0,440052;-0,863902;-0,526231;-0,449141;-0,436975;-0,171954;2,339355;2,307155;2,054471;1,056252;1,015913;-0,024949;-44,222877;-15,149015;CP;CP;1;2014;Caa;trophycam;B120100171;B;A;1;trail;trail;GBF;GBF;GBF MSP;DF;N;0,743734002
124;125;131;OCCP18;-1,036497;-1,757724;1,215697;0,117804;0,593196;-0,114847;-0,436975;-0,171954;1,897297;1,588092;1,627665;-0,202296;-0,198905;-0,024949;-44,209022;-15,135583;CP;CP;1;2014;Caa;trophycam;B100815356;A;A;1;trail;trail;GBF;GBF;GBF MSP;DF;Y;0,632093012
125;126;132;OCCP19;-1,056739;-1,515682;1,25185;0,139239;0,617638;0,112478;-0,436975;-0,171954;-0,9771;0,465451;1,662313;1,574477;1,551161;-0,096783;-44,209537;-15,121886;CP;CP;1;2014;Caa;trophycam;B110816641;A;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;CER?;Y;0,858483016
126;127;133;OCCP20;-0,968662;-1,223213;-0,344832;-0,807445;-0,461854;0,261933;-0,436975;-0,171954;2,401028;2,432263;2,087826;-0,128263;-0,124643;-0,096783;-44,22325;-15,109224;CP;CP;1;2014;Caa;trophycam;B121001916;B;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;DF;N;0,492276013
127;128;134;OCCP21;-0,859287;-1,313337;-1,20817;-1,319325;-1,045544;0,239857;-0,436975;-0,171954;2,236104;2,157504;1,994431;1,944638;1,915466;-0,096783;-44,236774;-15,122354;CP;CP;1;2014;Caa;trophycam;B130904567;B;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;DF;N;0,340591997
128;129;135;OCCP22;-0,71405;-1,434775;-0,262092;-0,557738;-0,177116;-0,184809;-0,436975;-0,171954;2,011992;2,174072;2,114806;0,093833;0,086934;-0,024949;-44,250752;-15,149505;CP;CP;1;2014;Caa;trophycam;B101013151;A;A;1;carreiro;carreiro;GBF;GBF;GBF MSP;DF;Y;0,383473992
129;130;136;OCCP23;-0,633655;-1,083289;0,835115;-0,107846;0,33589;0,319702;-0,436975;-0,171954;1,32487;1,531067;1,925418;0,31593;0,336315;-0,240452;-44,265573;-15,135978;CP;CP;1;2014;Caa;trophycam;B120101027;B;A;1;trail;trail;GBF;GBF;GBF TSD;CER;N;0,255290002
130;131;137;OCCP24;-0,961004;-1,445729;0,061559;-0,566493;-0,1871;0,218705;-0,436975;-0,171954;1,403854;1,167807;1,874336;2,092702;2,107819;-0,168617;-44,222712;-15,122389;CP;CP;1;2014;Caa;trophycam;B120815259;B;A;1;trail;trail;GBF;GBF;GBF TSD;CER;Y;0,253802001
131;132;138;OCCP25;-0,937414;-1,644844;0,104282;-0,541162;-0,158216;-0,104325;-0,436975;-0,171954;1,872384;1,813538;1,800563;-0,276328;-0,270365;-0,168617;-44,22318;-15,135231;CP;CP;1;2014;Caa;trophycam;B131200419;B;A;1;carreiro;carreiro;GBF;GBF;GBF TSD;DF;Y;0,141103998
132;133;139;OCCP26;-0,760244;-1,161049;-0,151199;-0,692639;-0,330942;0,087709;-0,436975;-0,171954;1,683566;1,75467;2,119889;-0,276328;-0,270365;-0,168617;-44,250335;-15,123014;CP;CP;1;2014;Caa;trophycam;B101028494;A;A;1;trail;trail;GBF;GBF;GBF TSD;CER;N;0,689913988
133;134;140;OCCP27;-0,657767;-0,967905;0,976629;-0,023941;0,431565;0,006411;-0,436975;-0,171954;1,909551;2,278948;2,024345;-0,276328;-0,270365;-0,096783;-44,26446;-15,122921;CP;CP;1;2014;Caa;trophycam;B130905345;B;A;0;N;N;GBF;GBF;GBF TSD;DF;N;0,777824998
134;135;141;OCCP28;-0,567768;-0,454361;-0,586178;-0,950541;-0,625025;-0,587972;-0,391519;-0,171954;1,594818;1,533364;2,121653;-0,276328;-0,270365;-0,168617;-44,278202;-15,095612;CP;CP;1;2014;Caa;trophycam;B130904560;B;A;1;carreiro;carreiro;GBF;GBF;GBF TSD;CER;N;0,694231987
135;136;142;OCCP29;-0,76741;-0,960557;-0,151234;-0,69266;-0,330966;-0,244885;-0,436975;-0,171954;3,052341;2,096724;2,059839;-0,276328;-0,270365;-0,096783;-44,250794;-15,108539;CP;CP;1;2014;Caa;trophycam;B131200437;B;A;1;carreiro;carreiro;GBF;GBF;GBF TSD;DF;N;0,0241739
136;137;143;OCCP30;-0,651711;-0,250539;-0,408099;0,523387;1,055676;-0,393082;-0,436975;-0,171954;0,686267;1,127234;1,332256;-0,128263;-0,108804;-0,455955;-44,32016;-15,150479;CP;CP;1;2014;Caa;trophycam;B110307281;A;A;1;trail;trail;other;MJ;MJ MSP;CER SS;NCF;-9999
137;138;144;OCCP31;-0,503808;-0,419703;-0,03725;1,545942;2,221682;0,089309;-0,436975;-0,171954;1,139501;1,239034;1,304418;-0,128263;-0,118695;-0,240452;-44,305855;-15,135889;CP;CP;1;2014;Caa;trophycam;B100815620;A;A;0;N;N;other;MJ;MJ MSP;CER SS;NCF;0,300020009
138;139;145;OCCP32;-0,586444;-0,479357;-1,119944;0,906239;1,492238;-0,252132;-0,436975;-0,171954;1,013855;0,877609;1,24333;-0,276328;-0,270365;-0,240452;-44,306565;-15,149452;CP;CP;1;2014;Caa;trophycam;B121000673;B;A;1;trail;trail;other;MJ;MJ MSP;CER SS;NCF;-9999
139;140;146;OCCP33;-0,524948;-0,714621;-1,281961;1,378243;2,030459;-0,167856;-0,436975;-0,171954;1,203536;1,203928;1,392752;-0,276328;-0,270365;-0,240452;-44,293124;-15,149709;CP;CP;1;2014;Caa;trophycam;B120100832;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;NCF;0,562076986
140;141;147;OCCP34;-0,556828;-0,601864;0,657209;-0,213328;0,21561;-0,276193;-0,436975;-0,171954;2,175181;2,293879;2,044225;0,538026;0,581198;-0,312286;-44,279514;-15,109324;CP;CP;1;2014;Caa;trophycam;B120521018;B;A;1;trail;trail;other;MJ;MJ MSP;DF;NCF;0,769818008
141;142;148;OCCP35;-0,560888;-0,764155;1,455908;0,473039;0,998265;0,022931;-0,436975;-0,171954;0,045345;1,1044;2,029926;4,313668;4,849338;-0,52779;-44,27786;-15,122279;CP;CP;1;2014;Caa;trophycam;B120520985;B;A;1;trail;trail;other;MJ;MJ MSP;CER RALO;Y;0,746794999
142;143;149;OCCP36;-0,447534;-0,528247;1,132895;0,695674;1,252133;-0,006773;-0,436975;-0,171954;1,290856;1,663768;1,59196;4,3877;4,606771;-0,312286;-44,293367;-15,122781;CP;CP;1;2014;Caa;trophycam;B121000676;B;A;1;trail;trail;other;MJ;MJ MSP;CER;NCF;0,645479023
143;144;150;OCCP37;-0,427286;-0,307345;1,174779;1,011629;1,612413;0,009433;-0,436975;-0,171954;0,895158;1,141836;1,340561;14,085915;14,441618;-0,240452;-44,306938;-15,122472;CP;CP;1;2014;Caa;trophycam;B100825112;A;A;1;trail;trail;other;MJ;MJ MSP;CER SS;NCF;0,58752799
144;145;151;OCCP38;-0,360673;-0,205606;1,487107;0,385456;0,898396;-0,315062;-0,436975;-0,171954;0,962197;1,10593;1,423817;-0,276328;-0,270365;-0,312286;-44,306291;-15,109468;CP;CP;1;2014;Caa;trophycam;B12010324;B;A;1;trail;trail;other;MJ;MJ TSD;CER SS;NCF;0,623219013
