FID;Index;ID;Sampling_s;Dist_city;Dist_road;Dist_water;Dist_wat_1;Dist_wat_2;Dist_humse;HDens_2km;HDens_500m;NDVImean_5;NDVImean_6;NDVImean_2;cattle_num;cattle_fre;effort_day;xcoord;ycoord;PA;survey_are;pa_type;year;Biome;CTmodel;CTnumber;CTcode;CTcode2;trail;trail_type;trail_ty_1;team;team2;team3;veg_field;cattle_fie;Prob_fogo
291;400;414;OCVB07;1,275645;1,432765;0,195953;-0,239903;-0,096238;-0,826397;0,08577;-0,171954;0,788056;0,370973;0,09856;-0,276328;-0,270365;0,406058;-45,191661;-15,251668;PD;VB;0;2016;Cer;trophycam;B110304357;A;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;Y;0,295468003
292;401;415;OCVB08;1,281914;1,246885;-0,214689;-0,730283;-0,373867;-0,764982;0,552957;-0,163091;0,526349;0,242847;0,156799;-0,276328;-0,270365;0,406058;-45,192276;-15,238836;PD;VB;0;2016;Cer;trophycam;B131200441;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;Y;0,158248007
293;402;416;OCVB09;0,736567;1,244186;0,508869;-0,301279;0,11532;-0,559463;-0,436975;-0,171954;-0,933507;-0,543434;-0,039409;-0,276328;-0,270365;0,406058;-45,111223;-15,25124;PD;VB;0;2016;Cer;trophycam;B120520985;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;Y;0,375914991
294;403;417;OCVB10;0,758805;1,475768;-0,381078;-0,828935;-0,48636;-0,716428;1,403995;0,495624;0,879062;0,227472;0,264048;-0,276328;-0,270365;-1,533473;-45,111484;-15,238273;PD;VB;0;2016;Cer;agressor;B150801764;D;D;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;Y;0,0547277
295;404;418;OCVB11;0,852768;1,517204;-0,039081;-0,626163;-0,255141;-0,649596;0,161975;-0,171954;0,828649;0,468649;0,054723;-0,276328;-0,270365;0,406058;-45,124732;-15,238659;PD;VB;0;2016;Cer;trophycam;B121000676;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;Y;0,085914299
296;405;419;OCVB12;0,83492;1,294355;1,064971;0,028438;0,491292;-0,400627;-0,436975;-0,171954;-0,053577;-0,091886;-0,221901;-0,276328;-0,270365;0,406058;-45,124927;-15,251395;PD;VB;0;2016;Cer;agressor;B151106892;D;D;0;N;N;other;MJ;MJ MSP;CER SS;Y;0,320351005
297;406;420;OCVB13;0,929909;1,353338;0,345616;-0,398074;0,004947;-0,724096;-0,232423;-0,171954;-0,401264;0,099841;-0,036879;-0,276328;-0,270365;0,406058;-45,138188;-15,251788;PD;VB;0;2016;Cer;trophycam;B140926006;C;C;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;Y;0,481148005
298;407;421;OCVB14;0,949699;1,581853;-0,341007;-0,805177;-0,459268;-0,748215;0,472146;-0,171954;-0,147789;-0,157784;0,374147;-0,276328;-0,270365;0,406058;-45,138264;-15,238586;PD;VB;0;2016;Cer;trophycam;B121000673;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;Y;0,374792993
299;408;422;OCVB15;1,237642;1,406454;0,084148;-0,5531;-0,171828;-0,788152;4,813198;19,00962;0,585605;0,409655;0,361276;-0,202296;-0,20401;0,262389;-45,178439;-15,238835;PD;VB;0;2016;Cer;trophycam;B131200426;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;Y;0,108560003
300;409;423;OCVB16;1,259217;1,224108;-1,055817;-1,228993;-0,94254;-0,894905;5,267759;0,740917;0,945747;1,000651;0,503973;-0,276328;-0,270365;0,262389;-45,178698;-15,225967;PD;VB;0;2016;Cer;trophycam;B110307295;A;A;0;N;N;other;MJ;MJ MSP;CER SS;N;0,538381994
301;410;424;OCVB17;1,161577;1,381656;-0,875477;-1,122068;-0,820615;-0,946506;6,278398;0,066978;1,549349;1,13712;0,742909;-0,276328;-0,270365;0,262389;-45,165023;-15,225959;PD;VB;0;2016;Cer;trophycam;B121018018;B;A;0;N;N;other;MJ;MJ MSP;CER SS;Y;0,129776001
302;411;425;OCVB18;1,050126;1,663178;-1,234484;-1,334926;-1,063335;-0,991175;4,916737;-0,071045;1,329563;1,114747;0,607461;-0,276328;-0,270365;0,334224;-45,152257;-15,238487;PD;VB;0;2016;Cer;trophycam;B131200699;B;A;0;N;N;other;MJ;MJ MSP;MC;Y;0,0548633
303;412;426;OCVB19;1,02944;1,438467;-0,531372;-0,918046;-0,587972;-0,942255;0,88125;0,32086;-0,238798;-0,086525;0,473892;-0,276328;-0,270365;-1,389804;-45,151963;-15,251651;PD;VB;0;2016;Cer;trophycam;B130404560;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;Y;0,633696973
304;413;427;OCVB20;1,118623;0,577229;-0,783919;-0,142165;-0,758715;-0,691049;-0,394193;-0,171954;0,298785;0,937252;-0,104347;-0,276328;-0,270365;0,190555;-45,21912;-15,212978;PD;VB;0;2016;Cer;trophycam;B120101919;B;A;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;Y;0,101333
305;414;428;OCVB21;1,105461;0,754648;-0,164191;-0,598084;-0,339726;-0,791512;0,994891;0,226942;-0,535089;0,05128;0,277679;-0,276328;-0,270365;0,190555;-45,218642;-15,225331;PD;VB;0;2016;Cer;agressor;B150801781;D;D;1;carreiro;carreiro;other;MJ;MJ MSP;CER SS;Y;0,665309012
306;415;429;OCVB22;1,114178;0,409241;-0,684437;-1,008799;-0,691456;-0,515;-0,436975;-0,171954;-0,831302;-0,304714;-0,147852;-0,276328;-0,270365;0,190555;-45,124801;-15,13484;PD;VB;0;2016;Cer;agressor;B151106854;D;D;1;carreiro;carreiro;other;FFP;MSP FFP;CER SS;Y;0,275133014
307;416;430;OCVB23;0,850721;0,875733;-1,210026;0,266088;-1,046799;0,135415;-0,436975;-0,171954;0,051722;-0,274305;-0,422863;-0,276328;-0,270365;0,11872;-45,083672;-15,134289;PD;VB;0;2016;Cer;agressor;B150801895;D;D;1;carreiro;carreiro;other;FFP;MSP FFP;CER SS;Y;0,170229003
308;417;431;OCVB24;0,800572;1,068883;-1,129284;-0,356996;-0,992211;0,028477;-0,436975;-0,171954;0,544457;-0,31496;-0,288306;-0,276328;-0,270365;0,11872;-45,083379;-15,147896;PD;VB;0;2016;Cer;trophycam;B100815620;A;A;0;N;N;other;FFP;MSP FFP;MC;Y;0,045528602
309;418;432;OCVB25;0,76287;1,240302;-0,395025;-0,640034;-0,495789;-0,011598;-0,436975;-0,171954;0,206409;0,115146;-0,202908;-0,276328;-0,270365;0,11872;-45,084326;-15,161035;PD;VB;0;2016;Cer;trophycam;B120100128;B;A;0;N;N;other;FFP;MSP FFP;CER SS;Y;0,259211987
310;419;433;OCVB26;0,719751;1,418994;0,12187;-0,530734;-0,146324;0,002713;-0,436975;-0,171954;-0,035125;0,10847;-0,331818;-0,276328;-0,270365;0,11872;-45,083625;-15,173308;PD;VB;0;2016;Cer;trophycam;B121017980;B;A;1;carreiro;carreiro;other;FFP;MSP FFP;CER RALO;Y;0,327776998
311;420;434;OCVB27;0,681266;1,604842;0,805562;-0,125368;0,315909;-0,10823;-0,436975;-0,171954;-0,347661;-0,622482;-0,567101;-0,276328;-0,270365;0,190555;-45,08369;-15,186628;PD;VB;0;2016;Cer;trophycam;B140621051;C;C;0;N;N;GBF;GBF;GBF AJ;CER SS;N;0,485368013
312;421;435;OCVB28;0,647207;1,79121;1,335571;0,188879;0,674241;-0,334879;-0,436975;-0,171954;-0,833613;-0,705331;-0,718347;-0,276328;-0,270365;0,190555;-45,083845;-15,199683;PD;VB;0;2016;Cer;agressor;B151106797;D;D;1;carreiro;carreiro;GBF;GBF;GBF AJ;CER SS;N;0,415244997
313;422;436;OCVB29;0,614646;1,877942;0,944424;0,021391;0,409792;-0,564508;-0,436975;-0,171954;-1,299845;-1,331071;-0,882095;-0,276328;-0,270365;0,190555;-45,083837;-15,212958;PD;VB;0;2016;Cer;trophycam;B130904567;B;A;1;carreiro;carreiro;GBF;GBF;GBF AJ;CER RALO;Y;0,748255014
314;423;437;OCVB30;0,806822;1,72034;-0,413775;-0,848322;-0,508466;-0,971409;1,290355;-0,134003;-0,278173;0,014856;0,046649;0,982219;2,476179;-2,108149;-45,111221;-15,212487;PD;VB;0;2016;Cer;agressor;B151106839;D;D;1;carreiro;carreiro;GBF;GBF;GBF AJ;CER SS;Y;0,591580987
315;424;438;OCVB31;1,313057;0,882777;-0,358661;-0,815645;-0,471204;-0,995821;0,140584;0,252616;-0,751747;-0,515721;0,044934;0,093833;0,039294;0,549727;-45,192169;-15,212608;PD;VB;0;2016;Cer;trophycam;B101028490;A;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER RALO;Y;0,674031973
316;425;439;OCVB32;1,333489;0,701342;-0,076849;-0,157274;-0,280675;-0,849896;-0,073327;0,465997;0,087923;-0,348865;-0,130267;0,019801;-0,022638;0,549727;-45,192017;-15,199483;PD;VB;0;2016;Cer;agressor;B150801804;D;D;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER RALO;Y;0,286953002
317;426;440;OCVB33;1,355247;0,518288;-0,437474;0,531821;-0,524488;-0,81656;-0,277879;-0,068624;0,383019;0,217939;0,088374;0,167865;0,101226;0,549727;-45,192051;-15,186382;PD;VB;0;2016;Cer;trophycam;B131000470;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER RALO;Y;0,661439002
318;427;441;OCVB34;1,186068;1,195878;-0,94724;-0,965384;-0,869133;-0,98422;1,83048;1,534047;0,267113;0,368644;0,306119;-0,276328;-0,270365;0,477893;-45,165132;-15,212747;PD;VB;0;2016;Cer;trophycam;B101028533;A;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS;N;0,35582599
319;428;442;OCVB35;1,09391;1,344314;-0,110155;-0,668303;-0,303193;-0,987783;1,531004;0,902869;0,5263;0,623587;0,570958;-0,128263;-0,14223;0,406058;-45,152063;-15,212605;PD;VB;0;2016;Cer;trophycam;B121000651;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS;Y;0,301982999
320;429;443;OCVB36;1,118362;1,165846;0,703083;-0,044307;0,246625;-0,794115;2,065782;0,091218;-0,72609;-0,31134;0,008251;0,908187;0,754714;0,406058;-45,151658;-15,199423;PD;VB;0;2016;Cer;trophycam;B120100832;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER RALO;Y;0,417320013
321;430;444;OCVB37;1,274067;0,647029;0,719353;0,678518;0,257625;-0,647057;0,027687;-0,154134;0,162376;-0,429177;-0,721568;-0,276328;-0,270365;0,406058;-45,165324;-15,173515;PD;VB;0;2016;Cer;agressor;B150801797;D;D;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS;Y;0,257391989
322;431;445;OCVB38;1,239086;0,833632;0,064251;0,413013;-0,18528;-0,954575;0,823673;0,54839;-0,983383;-0,70086;-0,625999;0,31593;0,242175;0,406058;-45,164779;-15,186453;PD;VB;0;2016;Cer;trophycam;B120101927;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER RALO;Y;0,794942975
323;432;446;OCVB39;1,33523;0,675301;-0,95146;0,462325;-0,871987;-0,938236;0,169106;0,281734;-1,142446;-0,593686;-0,313842;-0,276328;-0,270365;-1,246135;-45,178603;-15,186532;PD;VB;0;2016;Cer;trophycam;B140806204;C;C;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER RALO;Y;0,702754021
324;433;447;OCVB40;1,212398;1,010998;-0,422233;-0,278164;-0,514184;-0,98174;1,509613;-0,171954;-0,589555;-1,064703;-0,305592;-0,128263;-0,14223;0,406058;-45,165075;-15,199435;PD;VB;0;2016;Cer;trophycam;B110307278;A;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS;Y;0,77275902
325;434;448;OCVB41;1,217741;0,545772;-0,678434;0,123198;-0,687398;-0,779561;0,31305;-0,171954;1,03103;0,139237;-0,581815;3,203185;2,793634;0,334224;-45,152024;-15,160404;PD;VB;0;2016;Cer;trophycam;B140415863;C;C;1;trail;trail;GBF;GBF;GBF FFP;MC;Y;0,023830701
326;435;449;OCVB42;1,183833;0,756672;-0,170834;0,012472;-0,344217;-0,84735;0,803708;-0,077315;-1,148953;-0,982585;-0,593184;-0,276328;-0,270365;0,334224;-45,152092;-15,173224;PD;VB;0;2016;Cer;agressor;B150801752;D;D;1;trail;trail;GBF;GBF;GBF FFP;grota sem veg;Y;0,664914012
327;436;450;OCVB43;1,122703;0,662163;-0,671264;-0,603435;-0,68255;-0,904712;1,926739;3,131304;-0,985118;-0,807285;-0,075504;-0,202296;-0,206298;0,406058;-45,137984;-15,160409;PD;VB;0;2016;Cer;trophycam;B121000481;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER RALO;Y;0,50237
328;437;451;OCVB44;1,160617;0,461845;-0,358915;-0,815795;-0,471376;-0,667616;1,199443;-0,171954;-1,037224;-0,580247;0,063115;-0,276328;-0,270365;0,406058;-45,137965;-15,147545;PD;VB;0;2016;Cer;trophycam;B131200703;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER RALO;Y;0,83664602
329;438;452;OCVB45;1,052655;1,086488;-0,172195;-0,705087;-0,345137;-0,928281;2,181293;1,825913;-1,623556;-0,948401;0,119127;-0,276328;-0,270365;0,334224;-45,138032;-15,186865;PD;VB;0;2016;Cer;trophycam;B130905345;B;A;1;trail;trail;GBF;GBF;GBF FFP;grota sem veg;Y;0,646866977
330;439;453;OCVB46;1,086923;0,87045;-1,040736;-0,710922;-0,932345;-0,833984;2,540396;-0,171954;-0,268023;0,066396;-0,275439;-0,276328;-0,270365;0,334224;-45,138056;-15,173535;PD;VB;0;2016;Cer;trophycam;B121000478;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS;Y;0,315432012
331;440;454;OCVB47;0,928035;1,402257;-1,268051;-1,354828;-1,086029;-0,801352;0,775186;-0,171954;1,120343;0,622969;0,294205;-0,276328;-0,270365;0,477893;-45,124443;-15,199606;PD;VB;0;2016;Cer;trophycam;B140926276;C;C;0;N;N;GBF;GBF;GBF FFP;MC;Y;0,058911901
332;441;455;OCVB48;0,969913;1,688087;-1,099563;-1,254931;-0,972116;-0,921764;0,994891;1,266164;0,012617;0,305307;0,666689;-0,202296;-0,205174;0,334224;-45,138035;-15,225662;PD;VB;0;2016;Cer;trophycam;B100817020;A;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER SS;Y;0,40861401
333;442;456;OCVB49;1,070354;0,595929;-1,242168;-1,339483;-1,06853;-0,828166;0,896402;-0,171954;1,35235;0,688232;-0,119676;-0,276328;-0,270365;0,334224;-45,124295;-15,14736;PD;VB;0;2016;Cer;trophycam;B140711140;C;C;1;carreiro;carreiro;GBF;GBF;GBF FFP;MC;Y;0,015724801
334;443;457;OCVB50;0,982718;0,742925;-0,209705;-0,727327;-0,370497;-0,628803;0,449418;-0,171954;-0,905313;-0,835016;-0,376972;-0,276328;-0,270365;0,334224;-45,111089;-15,147507;PD;VB;0;2016;Cer;trophycam;B120102688;B;A;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER RALO;Y;0,452001005
335;444;458;OCVB51;0,943313;0,929509;-0,373646;-0,824529;-0,481335;-0,685736;1,284294;-0,171954;-0,321236;-0,584519;-0,379098;3,129153;2,728442;0,334224;-45,111447;-15,160828;PD;VB;0;2016;Cer;agressor;B150801784;D;D;1;carreiro;carreiro;GBF;GBF;GBF FFP;CER RALO;Y;0,531127989
336;445;459;OCVB52;0,851622;1,079682;0,441502;-0,087015;0,069774;-0,338536;-0,436975;-0,171954;0,225047;-0,124814;-0,517786;-0,276328;-0,270365;0,334224;-45,097472;-15,160424;PD;VB;0;2016;Cer;trophycam;B121000453;B;A;0;N;N;GBF;GBF;GBF FFP;CER SS;N;0,377765
337;446;460;OCVB53;0,812698;1,261485;0,929154;-0,052089;0,399468;-0,346286;-0,436975;-0,171954;-0,562661;-0,661132;-0,604576;-0,276328;-0,270365;0,406058;-45,097508;-15,173317;PD;VB;0;2016;Cer;trophycam;B131200715;B;A;0;N;N;GBF;GBF;GBF FFP;CER RALO;N;0,532995999
338;447;461;OCVB54;0,904152;1,117579;-0,270844;-0,763577;-0,411832;-0,687291;0,858522;-0,171954;-1,086704;-0,804263;-0,390413;-0,276328;-0,270365;0,262389;-45,111077;-15,173318;PD;VB;0;2016;Cer;trophycam;B131200437;B;A;1;trail;trail;GBF;GBF;GBF FFP;grota sem veg;Y;0,862670004
339;448;462;OCVB55;0,863449;1,322878;-0,280466;-0,769282;-0,418337;-0,662789;0,699426;-0,171954;1,497075;0,232979;-0,461186;-0,276328;-0,270365;0,262389;-45,11037;-15,186449;PD;VB;0;2016;Cer;trophycam;B100825112;A;A;1;trail;trail;GBF;GBF;GBF FFP;MC;Y;0,087443702
340;449;463;OCVB56;0,836539;1,518594;-0,239807;-0,745175;-0,390849;-0,674658;0,176682;-0,171954;-0,785273;-0,804181;-0,173477;-0,202296;-0,205174;0,334224;-45,111294;-15,199696;PD;VB;0;2016;Cer;trophycam;B1209138XX;B;A;1;carreiro;carreiro;GBF;GBF;GBF;CER SS;Y;0,293940991
341;450;464;OCVB57;0,939678;0,715047;-0,135986;0,194524;-0,320657;-0,158944;-0,436975;-0,171954;-0,484543;-0,359965;-0,61489;0,389962;0,507384;-0,671459;-45,097565;-15,134248;PD;VB;0;2016;Cer;trophycam;B140619853;C;C;1;carreiro;carreiro;GBF;GBF;GBF AJ;CER SS;Y;0,037122998
342;451;465;OCVB58;0,895336;0,897791;0,161493;-0,018704;-0,119536;-0,323159;-0,436975;-0,171954;-0,501307;-0,283736;-0,578431;-0,276328;-0,270365;0,190555;-45,09783;-15,147654;PD;VB;0;2016;Cer;trophycam;B121001275;B;A;1;carreiro;carreiro;GBF;GBF;GBF AJ;CER SS;Y;0,388431996
343;452;466;OCVB59;1,027389;0,559633;0,295747;-0,427641;-0,028768;-0,402026;-0,436975;-0,171954;-0,531597;-0,83859;-0,560047;-0,276328;-0,270365;0,190555;-45,111321;-15,134554;PD;VB;0;2016;Cer;trophycam;B10100815579;A;A;1;carreiro;carreiro;GBF;GBF;GBF AJ;CER SS;Y;0,521728992
344;453;467;OCVB60;0,745099;1,641814;0,887211;-0,076958;0,371111;-0,585427;-0,414247;-0,171954;-0,90458;-0,693282;-0,860874;-0,276328;-0,270365;0,190555;-45,097979;-15,19944;PD;VB;0;2016;Cer;trophycam;B131200419;B;A;1;carreiro;carreiro;GBF;GBF;GBF AJ;CER SS;Y;0,408179998
345;454;468;OCVP01;-0,004701;0,15791;-1,087618;-1,02286;-0,70749;1,542014;-0,436975;-0,171954;0,540257;0,815481;0,471236;-0,276328;-0,270365;-1,389804;-44,600377;-14,928721;VP;VP;1;2012;Cer;trophycam;B101014253;A;A;1;carreiro;carreiro;GBF;GBF;GBF;Cer;NCF;0,118207
346;455;469;OCVP02;0,071517;0,391092;-0,853937;-0,636629;-0,267075;1,507029;-0,436975;-0,171954;-0,038664;0,408974;0,308849;-0,276328;-0,270365;-1,389804;-44,614376;-14,92887;VP;VP;1;2012;Cer;trophycam;B100817126;A;A;0;N;N;GBF;GBF;GBF;Cer;NCF;0,207609996
347;456;470;OCVP03;0,009232;0,47449;-1,187062;-1,306809;-1,031273;1,412548;-0,436975;-0,171954;1,095025;0,36665;0,269729;-0,276328;-0,270365;-0,168617;-44,613968;-14,916315;VP;VP;1;2012;Cer;trophycam;NCF;A;A;0;N;N;GBF;GBF;GBF;Ver;NCF;0,227033004
348;457;471;OCVP04;0,08689;0,708741;-1,178725;-1,301867;-1,025637;1,071792;-0,436975;-0,171954;1,026899;0,416343;0,117458;-0,276328;-0,270365;-2,467321;-44,627969;-14,915783;VP;VP;1;2012;Cer;trophycam;B110307242;A;A;0;N;N;GBF;GBF;GBF;Ver;NCF;0,0538311
349;458;472;OCVP05;0,167191;0,940624;-1,117146;-1,265356;-0,984004;0,742531;-0,436975;-0,171954;0,052329;0,591716;0,150506;-0,276328;-0,270365;-1,461638;-44,641804;-14,915594;VP;VP;1;2012;Cer;trophycam;B110704551;A;A;1;trail;estrada;GBF;GBF;GBF;Ver;NCF;0,346264988
350;459;473;OCVP06;0,249412;1,165331;-1,165076;-1,293774;-1,016409;0,436184;-0,436975;-0,171954;-0,080568;0,514102;0,351495;-0,276328;-0,270365;-1,461638;-44,65528;-14,915964;VP;VP;1;2012;Cer;trophycam;B100815579;A;A;0;N;N;GBF;GBF;GBF;Ver;NCF;0,869332016
351;460;475;OCVP08;0,481344;1,37102;-0,141596;-0,212526;0,216524;0,126455;-0,436975;-0,171954;0,481034;0,420962;0,281636;-0,276328;-0,270365;-1,533473;-44,684139;-14,929765;VP;VP;1;2012;Cer;trophycam;NCF;A;A;0;N;N;GBF;GBF;GBF;Cer;NCF;0,145129994
352;461;476;OCVP09;0,299162;1,098692;-0,488997;-0,741598;-0,38677;0,585468;-0,436975;-0,171954;0,480197;0,350378;0,332699;-0,276328;-0,270365;0,837065;-44,655352;-14,92756;VP;VP;1;2012;Cer;trophycam;B100815114;A;A;0;N;N;GBF;GBF;GBF;Cer;NCF;0,127775997
353;462;477;OCVP10;0,227641;0,860658;-0,794684;-1,074166;-0,765993;0,8867;-0,436975;-0,171954;0,310455;0,056329;0,014979;-0,276328;-0,270365;-1,533473;-44,641998;-14,929012;VP;VP;1;2012;Cer;trophycam;NCF;A;A;0;N;N;GBF;GBF;GBF;Cer RALO;NCF;0,148021996
354;463;478;OCVP11;0,216699;0,549586;-0,783264;-1,067395;-0,758272;1,368268;-0,436975;-0,171954;-0,083834;0,035303;-0,017189;-0,276328;-0,270365;-1,533473;-44,628234;-14,94308;VP;VP;1;2012;Cer;trophycam;B110404056;A;A;1;trail;trail;GBF;GBF;GBF;CER;NCF;0,248956993
355;464;479;OCVP12;0,289926;0,787475;-0,110067;-0,668251;-0,303134;1,089501;-0,436975;-0,171954;-0,136269;-0,129056;-0,045694;-0,276328;-0,270365;-2,323652;-44,641741;-14,94278;VP;VP;1;2012;Cer;trophycam;B102013151;A;A;0;N;N;GBF;GBF;GBF;CER;NCF;0,255753994
356;465;480;OCVP13;0,356569;0,746044;0,426616;-0,117915;0,324408;1,305198;-0,436975;-0,171954;-0,23715;-0,130048;-0,091959;-0,276328;-0,270365;-1,533473;-44,642186;-14,956096;VP;VP;1;2012;Cer;trophycam;B101018490;A;A;1;trail;trail;GBF;GBF;GBF;CER;NCF;0,198396996
357;466;481;OCVP14;0,150519;0,612301;-0,747503;-1,046192;-0,734095;1,210676;-0,436975;-0,171954;0,311653;0,288245;0,021884;-0,276328;-0,270365;0,406058;-44,627779;-14,929842;VP;VP;1;2012;Cer;trophycam;B1008829063;A;A;0;N;N;GBF;GBF;GBF;CER;NCF;0,097067103
358;467;482;OCVP15;0,13986;0,315071;-1,183744;-0,676028;-0,312001;1,652284;-0,436975;-0,171954;-0,799458;0,170243;0,097132;-0,276328;-0,270365;-1,820811;-44,614571;-14,942407;VP;VP;1;2012;Cer;trophycam;B110404563;A;A;0;N;N;GBF;GBF;GBF;VER;NCF;0,402222008
359;468;483;OCVP16;0,450776;1,285643;0,186764;0,005323;0,464935;0,591688;-0,436975;-0,171954;0,2718;0,165415;0,158151;-0,276328;-0,270365;-0,096783;-44,669964;-14,942564;VP;VP;1;2012;Cer;trophycam;B100817126;A;A;1;carreiro;carreiro;GBF;GBF;GBF;Cer;NCF;0,252817988
360;469;484;OCVP17;0,41977;0,695804;0,18729;0,512017;1,042712;1,577192;-0,436975;-0,171954;-0,255542;-0,122729;-0,17077;-0,276328;-0,270365;-2,61099;-44,641188;-14,96981;VP;VP;1;2012;Cer;trophycam;B101028494;A;A;0;N;N;GBF;GBF;GBF;Cer;NCF;0,130520999
361;470;485;OCVP18;0,492369;0,6977;0,820401;1,193065;1,819301;1,828574;-0,436975;-0,171954;-0,840886;-0,392387;-0,464298;-0,276328;-0,270365;-1,605307;-44,642008;-14,983051;VP;VP;1;2012;Cer;trophycam;B100815356;A;A;1;trail;trail;GBF;GBF;GBF;Cer;NCF;0,34633401
362;471;486;OCVP19;0,283221;0,503687;-0,708664;-0,375225;0,031;1,557357;-0,436975;-0,171954;-0,01997;0,059797;-0,026223;-0,276328;-0,270365;-0,096783;-44,628566;-14,956064;VP;VP;1;2012;Cer;trophycam;B101028490;A;A;0;N;N;GBF;GBF;GBF;Cer;NCF;0,153856993
363;472;487;OCVP20;0,345981;0,448415;-0,984496;0,336408;0,842467;1,770013;-0,436975;-0,171954;0,000593;-0,038352;-0,102284;-0,276328;-0,270365;-1,605307;-44,627402;-14,96941;VP;VP;1;2012;Cer;trophycam;B100815114;A;A;1;carreiro;carreiro;GBF;GBF;GBF;Cer;NCF;0,213866994
364;473;488;OCVP21;0,532625;1,527974;0,535187;0,294963;0,795208;0,420466;-0,436975;-0,171954;-0,037448;-0,054568;0,101758;-0,276328;-0,270365;-0,096783;-44,683685;-14,942731;VP;VP;1;2012;Cer;trophycam;B101013151;A;A;1;trail;trail;GBF;GBF;GBF;Cer;NCF;0,446927994
365;474;489;OCVP22;0,434225;0,990883;1,62826;0,37971;0,891843;1,082201;-0,436975;-0,171954;-0,15507;-0,277434;-0,138562;-0,276328;-0,270365;-0,168617;-44,655962;-14,956441;VP;VP;1;2012;Cer;trophycam;B120100128;B;A;0;N;N;GBF;GBF;GBF;CER;NCF;0,223575994
366;475;490;OCVP23;0,510236;1,23961;1,394595;0,71462;1,273737;0,877179;-0,436975;-0,171954;-0,253428;-0,204591;-0,154132;-0,276328;-0,270365;-0,168617;-44,669805;-14,955974;VP;VP;1;2012;Cer;trophycam;B110404056;A;A;1;trail;trail;GBF;GBF;GBF;Cer;NCF;0,307826996
367;476;491;OCVP24;0,591849;1,491733;1,195045;0,890679;1,474495;0,727858;-0,436975;-0,171954;0,104117;0,075196;-0,190553;-0,276328;-0,270365;-0,168617;-44,683899;-14,956034;VP;VP;1;2012;Cer;trophycam;B101014253;A;A;0;N;N;GBF;GBF;GBF;Cer;NCF;0,101388
368;477;492;OCVP25;0,408202;0,763673;2,935892;3,34996;4,278782;1,044848;-0,436975;-0,171954;-0,677213;-0,446405;-0,508825;-0,276328;-0,270365;-1,389804;-44,641854;-15,024427;VP;VP;1;2012;Cer;trophycam;B110909551;A;A;1;trail;trail;GBF;GBF;GBF;Cer;NCF;0,129440993
369;478;493;OCVP26;0,471903;0,968263;3,505355;2,51625;3,328113;1,467804;-0,436975;-0,171954;-0,484698;-0,466913;-0,622044;-0,276328;-0,270365;-0,168617;-44,655363;-15,01055;VP;VP;1;2012;Cer;trophycam;B120101027;B;A;1;trail;trail;GBF;GBF;GBF;Cer;NCF;0,069813401
370;479;494;OCVP27;0,446109;1,218903;3,239319;1,847294;2,565311;1,605387;-0,436975;-0,171954;-0,524225;-0,520017;-0,579089;-0,276328;-0,270365;-2,539156;-44,669393;-15,010088;VP;VP;1;2012;Cer;trophycam;B1201011201;B;A;1;trail;trail;GBF;GBF;GBF;Cer;NCF;0,095542498
371;480;495;OCVP28;0,420103;1,472082;2,134797;1,243305;1,87659;1,768136;-0,436975;-0,171954;-0,440169;-0,522702;-0,55092;-0,276328;-0,270365;-3,257501;-44,683474;-15,010234;VP;VP;1;2012;Cer;trophycam;B120102688;B;A;0;N;N;GBF;GBF;GBF;Cer;NCF;0,123373002
372;481;496;OCVP29;0,37775;1,020837;4,232232;2,829538;3,685351;1,163949;-0,436975;-0,171954;-0,711842;-0,571297;-0,541846;-0,276328;-0,270365;0,190555;-44,656434;-15,023697;VP;VP;1;2012;Cer;trophycam;B12WWF;B;A;1;trail;trail;GBF;GBF;GBF;Cer;NCF;0,058247901
